temps;TRH1;EFN
0015.898;05515; 00363
0015.913;05387; 00353
0015.930;05386; 00363
0015.945;05515; 00363
0015.960;05515; 00363
0015.975;05515; 00353
0015.992;05515; 00353
0016.007;05515; 00353
0016.022;05515; 00353
0016.039;05515; 00363
0016.054;05515; 00353
0016.069;05387; 00353
0016.086;05515; 00363
0016.103;05387; 00363
0016.116;05515; 00353
0016.133;05515; 00363
0016.148;05515; 00363
0016.163;05515; 00363
0016.178;05515; 00363
0016.195;05515; 00363
0016.210;05386; 00363
0016.224;05515; 00363
0016.242;05515; 00373
0016.256;05515; 00373
0016.271;05387; 00373
0016.288;05386; 00373
0016.303;05386; 00373
0016.318;05387; 00373
0016.335;05387; 00373
0016.350;05515; 00373
0016.365;05386; 00363
0016.380;05515; 00363
0016.397;05515; 00373
0016.412;05515; 00373
0016.427;05515; 00373
0016.442;05515; 00373
0016.459;05650; 00373
0016.474;05515; 00373
0016.489;05515; 00373
0016.506;05515; 00373
0016.521;05515; 00373
0016.536;05515; 00373
0016.568;05515; 00383
0016.598;05515; 00383
0016.615;05515; 00383
0016.630;05515; 00383
0016.662;05650; 00383
0016.677;05650; 00373
0016.694;05515; 00383
0016.709;05650; 00383
0016.724;05650; 00383
0016.741;05650; 00373
0016.756;05650; 00373
0016.771;05650; 00363
0016.786;05650; 00363
0016.803;05650; 00373
0016.818;05791; 00373
0016.833;05650; 00373
0016.850;05650; 00373
0016.865;05650; 00373
0016.882;05650; 00373
0016.897;05790; 00373
0016.911;05650; 00373
0016.929;05650; 00373
0016.941;05791; 00373
0016.958;05650; 00383
0016.973;05650; 00383
0016.988;05790; 00383
0017.005;05650; 00392
0017.020;05650; 00392
0017.035;05650; 00392
0017.052;05650; 00392
0017.067;05650; 00392
0017.082;05650; 00383
0017.097;05515; 00392
0017.114;05650; 00392
0017.129;05650; 00383
0017.146;05515; 00383
0017.161;05650; 00383
0017.178;05650; 00383
0017.191;05650; 00392
0017.208;05515; 00392
0017.223;05650; 00392
0017.238;05650; 00392
0017.253;05650; 00383
0017.270;05650; 00392
0017.285;05650; 00392
0017.300;05515; 00392
0017.317;05650; 00383
0017.332;05650; 00383
0017.347;05515; 00392
0017.364;05650; 00392
0017.379;05650; 00392
0017.396;05515; 00383
0017.411;05649; 00392
0017.426;05515; 00392
0017.441;05650; 00402
0017.458;05650; 00392
0017.473;05515; 00402
0017.487;05650; 00402
0017.505;05650; 00402
0017.520;05650; 00402
0017.534;05650; 00402
0017.549;05650; 00402
0017.564;05650; 00402
0017.581;05650; 00402
0017.596;05650; 00402
0017.611;05650; 00402
0017.628;05650; 00402
0017.643;05650; 00402
0017.658;05650; 00402
0017.675;05650; 00402
0017.690;05650; 00402
0017.705;05650; 00392
0017.720;05790; 00402
0017.737;05650; 00402
0017.752;05791; 00402
0017.767;05790; 00392
0017.784;05790; 00392
0017.801;05790; 00402
0017.814;05790; 00392
0017.831;05790; 00392
0017.846;05791; 00392
0017.861;05791; 00392
0017.878;05790; 00392
0017.893;05790; 00392
0017.908;05790; 00392
0017.923;05939; 00383
0017.940;05790; 00383
0017.955;05939; 00392
0017.970;05790; 00392
0017.987;05791; 00392
0018.002;05791; 00383
0018.019;05790; 00392
0018.049;05791; 00402
0018.081;05791; 00402
0018.095;05790; 00402
0018.125;05791; 00392
0018.142;05650; 00402
0018.157;05650; 00392
0018.174;05791; 00402
0018.189;05650; 00402
0018.204;05650; 00402
0018.221;05650; 00402
0018.236;05790; 00402
0018.253;05791; 00392
0018.268;05790; 00402
0018.283;05791; 00402
0018.300;05650; 00412
0018.313;05791; 00402
0018.330;05650; 00412
0018.345;05790; 00412
0018.362;05790; 00422
0018.377;05790; 00422
0018.392;05791; 00422
0018.409;05791; 00412
0018.424;05791; 00422
0018.439;05790; 00432
0018.454;05791; 00432
0018.469;05790; 00432
0018.486;05791; 00432
0018.501;05940; 00422
0018.516;05791; 00432
0018.531;05790; 00432
0018.548;05791; 00432
0018.563;05791; 00432
0018.580;05939; 00422
0018.595;05791; 00422
0018.610;05790; 00432
0018.627;05791; 00422
0018.642;05940; 00422
0018.657;05939; 00412
0018.671;05939; 00412
0018.689;05939; 00422
0018.703;05939; 00412
0018.718;05939; 00412
0018.735;05940; 00422
0018.750;05940; 00412
0018.765;05940; 00412
0018.782;05939; 00422
0018.797;05939; 00412
0018.812;05940; 00412
0018.827;05939; 00412
0018.844;05940; 00422
0018.861;05939; 00432
0018.874;05940; 00422
0018.891;05939; 00422
0018.906;05940; 00432
0018.921;05940; 00432
0018.936;05939; 00432
0018.953;05939; 00441
0018.968;05940; 00432
0018.983;05940; 00441
0019.000;05791; 00432
0019.015;05939; 00432
0019.030;05939; 00441
0019.047;05939; 00451
0019.062;05940; 00441
0019.077;05940; 00432
0019.092;05940; 00441
0019.109;05791; 00441
0019.124;05939; 00441
0019.139;05940; 00432
0019.154;05791; 00432
0019.171;05939; 00441
0019.186;05940; 00432
0019.203;05940; 00441
0019.218;05939; 00441
0019.233;05940; 00441
0019.247;05791; 00432
0019.265;05939; 00441
0019.280;05790; 00441
0019.294;05939; 00451
0019.326;05940; 00451
0019.341;05940; 00441
0019.359;05940; 00441
0019.373;05940; 00441
0019.388;05939; 00451
0019.435;05940; 00432
0019.452;05940; 00441
0019.467;05940; 00441
0019.497;05939; 00432
0019.514;05940; 00441
0019.544;05939; 00441
0019.561;05940; 00441
0019.576;06096; 00441
0019.606;06096; 00461
0019.623;05940; 00451
0019.640;06096; 00441
0019.655;06096; 00432
0019.670;06096; 00432
0019.685;05940; 00441
0019.704;06096; 00451
0019.717;06096; 00451
0019.732;06096; 00441
0019.749;06096; 00432
0019.764;06096; 00422
0019.779;06096; 00422
0019.794;06096; 00432
0019.811;06096; 00441
0019.826;06096; 00461
0019.843;06096; 00471
0019.858;06096; 00471
0019.873;06096; 00461
0019.888;06096; 00441
0019.905;06096; 00441
0019.920;06096; 00451
0019.934;06096; 00451
0019.952;06096; 00471
0019.966;06096; 00481
0019.981;06096; 00490
0019.996;06096; 00481
0020.013;06096; 00471
0020.028;06096; 00451
0020.043;06096; 00461
0020.058;06096; 00461
0020.075;06096; 00471
0020.090;06096; 00481
0020.105;06096; 00481
0020.122;05939; 00471
0020.137;06096; 00461
0020.154;05940; 00471
0020.169;06096; 00471
0020.184;06096; 00481
0020.199;06096; 00490
0020.214;06096; 00481
0020.231;06096; 00471
0020.246;06096; 00461
0020.261;06096; 00461
0020.278;06096; 00471
0020.293;06096; 00481
0020.308;06096; 00490
0020.325;06096; 00481
0020.340;06096; 00471
0020.357;06096; 00461
0020.372;06096; 00451
0020.387;06261; 00451
0020.402;06261; 00461
0020.417;06261; 00461
0020.434;06096; 00471
0020.449;06096; 00481
0020.464;06096; 00500
0020.481;06096; 00490
0020.496;06096; 00490
0020.510;06096; 00481
0020.525;06262; 00461
0020.545;06262; 00441
0020.557;06096; 00432
0020.572;06261; 00422
0020.589;06096; 00422
0020.604;06096; 00432
0020.619;06261; 00441
0020.636;06261; 00451
0020.651;06261; 00461
0020.666;06261; 00471
0020.681;06261; 00471
0020.698;06261; 00490
0020.713;06096; 00500
0020.728;06096; 00510
0020.745;06096; 00520
0020.760;06261; 00510
0020.775;06260; 00520
0020.792;06261; 00530
0020.807;06096; 00530
0020.822;06096; 00540
0020.839;06261; 00530
0020.854;06096; 00530
0020.869;06096; 00520
0020.916;06096; 00481
0020.933;06261; 00471
0020.948;06096; 00461
0020.963;06096; 00461
0020.980;06096; 00481
0020.995;06261; 00500
0021.010;06096; 00520
0021.027;06262; 00530
0021.042;06262; 00540
0021.057;06096; 00540
0021.074;06096; 00540
0021.089;06261; 00530
0021.104;06097; 00530
0021.118;06096; 00520
0021.136;06262; 00500
0021.150;06261; 00490
0021.165;06096; 00471
0021.180;06096; 00481
0021.197;06096; 00471
0021.212;06096; 00490
0021.229;06262; 00500
0021.244;06096; 00520
0021.259;06096; 00520
0021.274;06262; 00520
0021.291;06262; 00530
0021.306;06262; 00540
0021.321;06262; 00530
0021.336;06262; 00530
0021.353;06262; 00540
0021.368;06096; 00540
0021.383;06262; 00530
0021.400;06262; 00520
0021.417;06262; 00510
0021.430;06262; 00510
0021.447;06262; 00500
0021.462;06261; 00500
0021.477;06262; 00490
0021.494;06262; 00490
0021.509;06261; 00481
0021.526;06261; 00471
0021.539;06261; 00490
0021.556;06262; 00481
0021.571;06435; 00481
0021.586;06435; 00490
0021.603;06435; 00500
0021.618;06435; 00500
0021.633;06261; 00500
0021.648;06262; 00500
0021.665;06435; 00510
0021.680;06435; 00500
0021.697;06435; 00490
0021.712;06262; 00500
0021.727;06262; 00500
0021.741;06262; 00520
0021.758;06261; 00520
0021.773;06262; 00510
0021.788;06262; 00510
0021.803;06262; 00490
0021.820;06262; 00490
0021.835;06261; 00490
0021.850;06261; 00471
0021.867;06262; 00471
0021.882;06261; 00481
0021.899;06261; 00471
0021.914;06262; 00490
0021.929;06262; 00490
0021.944;06261; 00490
0021.959;06096; 00510
0021.976;06096; 00500
0021.991;06096; 00520
0022.008;06261; 00540
0022.023;06262; 00530
0022.038;06261; 00540
0022.053;06261; 00549
0022.070;06261; 00549
0022.085;06261; 00559
0022.100;06262; 00559
0022.117;06262; 00569
0022.132;06435; 00569
0022.147;06435; 00559
0022.162;06435; 00569
0022.179;06435; 00569
0022.194;06262; 00559
0022.209;06435; 00559
0022.226;06435; 00549
0022.241;06436; 00549
0022.256;06435; 00540
0022.302;06435; 00540
0022.334;06435; 00510
0022.364;06435; 00520
0022.381;06435; 00520
0022.396;06435; 00540
0022.413;06436; 00530
0022.428;06436; 00520
0022.443;06436; 00520
0022.475;06435; 00500
0022.505;06435; 00520
0022.522;06262; 00510
0022.537;06261; 00530
0022.552;06435; 00530
0022.569;06262; 00520
0022.584;06435; 00530
0022.599;06435; 00520
0022.616;06261; 00510
0022.631;06435; 00510
0022.646;06436; 00510
0022.663;06261; 00510
0022.678;06262; 00530
0022.695;06435; 00530
0022.708;06262; 00530
0022.725;06262; 00530
0022.740;06436; 00530
0022.755;06435; 00520
0022.772;06262; 00520
0022.787;06435; 00530
0022.804;06436; 00530
0022.819;06435; 00540
0022.834;06436; 00540
0022.849;06436; 00549
0022.866;06435; 00540
0022.881;06436; 00530
0022.896;06435; 00540
0022.911;06435; 00520
0022.928;06435; 00530
0022.943;06435; 00540
0022.957;06436; 00530
0022.975;06435; 00530
0022.989;06262; 00540
0023.004;06435; 00549
0023.021;06435; 00540
0023.036;06436; 00530
0023.051;06435; 00520
0023.068;06435; 00530
0023.083;06436; 00530
0023.098;06435; 00530
0023.115;06436; 00540
0023.130;06435; 00549
0023.145;06435; 00549
0023.160;06435; 00540
0023.175;06435; 00540
0023.192;06436; 00520
0023.207;06435; 00520
0023.222;06435; 00540
0023.239;06619; 00540
0023.254;06435; 00530
0023.269;06435; 00530
0023.286;06436; 00510
0023.301;06436; 00500
0023.318;06435; 00500
0023.333;06619; 00510
0023.348;06435; 00490
0023.363;06619; 00490
0023.378;06619; 00490
0023.395;06619; 00490
0023.410;06619; 00500
0023.425;06436; 00510
0023.442;06436; 00510
0023.457;06619; 00510
0023.472;06619; 00520
0023.489;06619; 00520
0023.504;06436; 00520
0023.519;06619; 00520
0023.533;06436; 00520
0023.551;06619; 00520
0023.565;06435; 00510
0023.580;06435; 00520
0023.597;06435; 00520
0023.612;06436; 00520
0023.629;06436; 00530
0023.644;06436; 00520
0023.659;06436; 00520
0023.674;06619; 00530
0023.689;06619; 00540
0023.706;06435; 00530
0023.721;06436; 00540
0023.736;06436; 00540
0023.753;06435; 00540
0023.768;06436; 00549
0023.783;06436; 00559
0023.815;06619; 00549
0023.830;06436; 00549
0023.847;06436; 00549
0023.862;06436; 00549
0023.877;06436; 00559
0023.909;06619; 00549
0023.924;06436; 00549
0023.941;06436; 00549
0023.956;06619; 00540
0023.971;06435; 00530
0023.986;06436; 00540
0024.003;06620; 00540
0024.033;06619; 00540
0024.050;06619; 00540
0024.067;06619; 00540
0024.080;06619; 00559
0024.097;06435; 00549
0024.112;06619; 00549
0024.127;06436; 00540
0024.141;06436; 00549
0024.159;06620; 00540
0024.173;06619; 00540
0024.188;06619; 00530
0024.205;06620; 00540
0024.220;06620; 00540
0024.235;06620; 00540
0024.252;06436; 00540
0024.267;06620; 00530
0024.284;06436; 00549
0024.297;06619; 00559
0024.314;06436; 00540
0024.329;06436; 00540
0024.344;06436; 00549
0024.361;06620; 00559
0024.376;06620; 00540
0024.393;06619; 00530
0024.408;06619; 00540
0024.423;06619; 00530
0024.438;06436; 00530
0024.455;06619; 00540
0024.470;06619; 00540
0024.485;06620; 00540
0024.500;06619; 00549
0024.517;06436; 00540
0024.532;06620; 00540
0024.549;06619; 00540
0024.564;06619; 00549
0024.579;06619; 00549
0024.594;06620; 00549
0024.609;06620; 00549
0024.626;06436; 00549
0024.641;06620; 00540
0024.656;06620; 00540
0024.673;06619; 00549
0024.688;06620; 00540
0024.703;06620; 00540
0024.720;06620; 00559
0024.735;06620; 00549
0024.749;06619; 00549
0024.767;06620; 00559
0024.781;06619; 00559
0024.796;06619; 00559
0024.811;06619; 00559
0024.828;06620; 00549
0024.843;06814; 00549
0024.858;06620; 00549
0024.875;06620; 00540
0024.890;06814; 00549
0024.905;06620; 00549
0024.922;06620; 00530
0024.937;06814; 00530
0024.952;06620; 00540
0024.969;06620; 00530
0024.984;06620; 00540
0025.001;06815; 00540
0025.016;06620; 00540
0025.031;06620; 00549
0025.046;06619; 00559
0025.063;06620; 00559
0025.076;06620; 00549
0025.093;06620; 00559
0025.108;06815; 00559
0025.123;06620; 00559
0025.140;06814; 00559
0025.155;06620; 00559
0025.170;06620; 00549
0025.187;06620; 00559
0025.202;06620; 00549
0025.217;06620; 00549
0025.264;06814; 00549
0025.281;06814; 00559
0025.296;06620; 00569
0025.325;06620; 00579
0025.343;06620; 00589
0025.372;06620; 00579
0025.390;06620; 00579
0025.404;06620; 00579
0025.421;06814; 00569
0025.436;06620; 00569
0025.466;06620; 00559
0025.483;06620; 00559
0025.498;06815; 00559
0025.513;06815; 00559
0025.530;06815; 00559
0025.545;06620; 00559
0025.560;06620; 00559
0025.577;06815; 00559
0025.592;06814; 00559
0025.607;06815; 00559
0025.624;06814; 00569
0025.639;06814; 00569
0025.654;06815; 00579
0025.669;06814; 00569
0025.686;06814; 00559
0025.701;06620; 00569
0025.716;06815; 00559
0025.733;06814; 00549
0025.750;06814; 00559
0025.765;06814; 00569
0025.780;06815; 00549
0025.795;06620; 00559
0025.810;06814; 00559
0025.825;06814; 00559
0025.842;06814; 00559
0025.857;06814; 00559
0025.872;06814; 00569
0025.889;06815; 00569
0025.904;06815; 00569
0025.919;06815; 00569
0025.936;06620; 00579
0025.951;06620; 00579
0025.966;06815; 00589
0025.980;06815; 00589
0025.997;06815; 00598
0026.012;06815; 00598
0026.027;06620; 00598
0026.044;06620; 00608
0026.059;06815; 00598
0026.074;06620; 00598
0026.091;06815; 00608
0026.106;06620; 00598
0026.121;06620; 00598
0026.136;06620; 00608
0026.153;06814; 00589
0026.168;06814; 00589
0026.183;06620; 00598
0026.200;06814; 00589
0026.215;06815; 00589
0026.230;06620; 00589
0026.247;06815; 00579
0026.262;06815; 00569
0026.277;06815; 00579
0026.292;06815; 00569
0026.309;06814; 00569
0026.324;06814; 00579
0026.339;06814; 00579
0026.356;06814; 00579
0026.371;06815; 00569
0026.386;06815; 00579
0026.405;06815; 00579
0026.418;06815; 00589
0026.433;06815; 00569
0026.448;06815; 00579
0026.465;07021; 00569
0026.480;06815; 00569
0026.495;07022; 00579
0026.512;06815; 00579
0026.529;06814; 00559
0026.542;07021; 00579
0026.559;07022; 00569
0026.574;06815; 00569
0026.588;06815; 00579
0026.603;07021; 00579
0026.620;06815; 00569
0026.635;06815; 00569
0026.650;06815; 00579
0026.667;06815; 00579
0026.682;06815; 00608
0026.697;07021; 00598
0026.714;06814; 00608
0026.729;06815; 00608
0026.746;06815; 00598
0026.776;06815; 00608
0026.838;06815; 00618
0026.870;06815; 00608
0026.885;06815; 00618
0026.917;06815; 00618
0026.947;06815; 00618
0026.964;06815; 00618
0026.979;06815; 00608
0026.996;06815; 00618
0027.011;06815; 00608
0027.026;07022; 00608
0027.041;06815; 00618
0027.058;06815; 00598
0027.073;06815; 00608
0027.090;06815; 00608
0027.105;06815; 00608
0027.120;06815; 00618
0027.135;07021; 00608
0027.152;06815; 00608
0027.167;06816; 00618
0027.182;06815; 00608
0027.196;06816; 00608
0027.214;06815; 00598
0027.228;06815; 00598
0027.243;06816; 00598
0027.258;06815; 00598
0027.275;06815; 00598
0027.290;06815; 00598
0027.307;06815; 00598
0027.322;06815; 00618
0027.337;06815; 00608
0027.352;06815; 00598
0027.369;06815; 00598
0027.384;07022; 00608
0027.401;06815; 00598
0027.416;06815; 00618
0027.431;07022; 00608
0027.446;06815; 00608
0027.463;06815; 00608
0027.478;06815; 00608
0027.493;06815; 00598
0027.508;06815; 00598
0027.525;07021; 00598
0027.540;07022; 00608
0027.555;07022; 00618
0027.572;07022; 00608
0027.587;06815; 00598
0027.602;06816; 00608
0027.619;06815; 00608
0027.634;06816; 00608
0027.651;07022; 00598
0027.666;06815; 00589
0027.681;07022; 00589
0027.696;07022; 00598
0027.713;06816; 00598
0027.728;07022; 00618
0027.743;07022; 00598
0027.758;06816; 00598
0027.775;07022; 00608
0027.790;07022; 00589
0027.804;07022; 00598
0027.819;07022; 00589
0027.837;07022; 00589
0027.851;07022; 00589
0027.866;07022; 00589
0027.881;07022; 00598
0027.898;07022; 00589
0027.913;07022; 00579
0027.930;07022; 00589
0027.945;07022; 00589
0027.960;07022; 00608
0027.975;07022; 00608
0027.992;07022; 00589
0028.007;07021; 00589
0028.024;07022; 00598
0028.039;07022; 00598
0028.054;07022; 00598
0028.069;07022; 00618
0028.086;07022; 00618
0028.101;06816; 00618
0028.118;06815; 00638
0028.131;07022; 00628
0028.148;07022; 00628
0028.163;07022; 00628
0028.178;07022; 00628
0028.193;07022; 00638
0028.210;06815; 00647
0028.225;06815; 00647
0028.242;07022; 00628
0028.257;07022; 00638
0028.274;06815; 00628
0028.319;07022; 00647
0028.366;07022; 00638
0028.398;07022; 00647
0028.412;07022; 00647
0028.442;06816; 00647
0028.459;06816; 00657
0028.474;06815; 00647
0028.491;07022; 00647
0028.506;07022; 00638
0028.521;07022; 00647
0028.538;07022; 00647
0028.553;07023; 00638
0028.570;07022; 00647
0028.585;07023; 00647
0028.600;07022; 00647
0028.617;07242; 00628
0028.630;07022; 00628
0028.647;07022; 00647
0028.662;07022; 00618
0028.679;07022; 00618
0028.694;07022; 00618
0028.709;07022; 00608
0028.724;07022; 00628
0028.741;07022; 00628
0028.756;07242; 00618
0028.771;07022; 00628
0028.786;07022; 00628
0028.803;07022; 00608
0028.818;07241; 00628
0028.833;07241; 00628
0028.850;07022; 00618
0028.865;07022; 00618
0028.880;07022; 00608
0028.897;07242; 00608
0028.912;07022; 00628
0028.927;07022; 00628
0028.942;07022; 00618
0028.959;07023; 00628
0028.974;07023; 00618
0028.991;07023; 00628
0029.006;07022; 00638
0029.021;07022; 00628
0029.035;07023; 00638
0029.053;07023; 00647
0029.067;07022; 00628
0029.082;07022; 00647
0029.099;07242; 00657
0029.114;07242; 00647
0029.129;07022; 00657
0029.144;07022; 00647
0029.161;07242; 00657
0029.176;07023; 00657
0029.191;07022; 00657
0029.208;07022; 00667
0029.223;07023; 00667
0029.240;07022; 00657
0029.253;07023; 00657
0029.270;07022; 00647
0029.285;07242; 00647
0029.300;07242; 00657
0029.317;07022; 00657
0029.332;07022; 00647
0029.347;07022; 00647
0029.364;07022; 00638
0029.379;07242; 00628
0029.396;07242; 00638
0029.409;07023; 00638
0029.426;07022; 00638
0029.441;07022; 00638
0029.456;07242; 00638
0029.473;07241; 00628
0029.488;07242; 00647
0029.503;07022; 00647
0029.520;07242; 00657
0029.535;07022; 00638
0029.550;07023; 00647
0029.565;07022; 00647
0029.582;07242; 00647
0029.597;07022; 00647
0029.611;07022; 00647
0029.629;07242; 00647
0029.643;07023; 00647
0029.661;07242; 00657
0029.675;07022; 00647
0029.690;07242; 00657
0029.720;07023; 00647
0029.737;07022; 00667
0029.752;07022; 00657
0029.799;07242; 00677
0029.846;07242; 00677
0029.863;07022; 00667
0029.878;07022; 00667
0029.893;07241; 00667
0029.908;07242; 00657
0029.925;07022; 00667
0029.940;07242; 00667
0029.955;07023; 00657
0029.972;07242; 00657
0029.987;07242; 00657
0030.002;07023; 00657
0030.019;07242; 00657
0030.034;07022; 00667
0030.049;07242; 00667
0030.066;07023; 00657
0030.081;07242; 00647
0030.096;07242; 00647
0030.111;07242; 00647
0030.128;07242; 00638
0030.143;07022; 00647
0030.158;07022; 00647
0030.175;07022; 00647
0030.190;07242; 00638
0030.205;07023; 00657
0030.219;07023; 00647
0030.237;07023; 00638
0030.251;07242; 00657
0030.269;07242; 00647
0030.283;07242; 00647
0030.298;07022; 00647
0030.315;07023; 00647
0030.330;07023; 00667
0030.345;07242; 00657
0030.360;07022; 00657
0030.377;07242; 00667
0030.392;07242; 00677
0030.407;07242; 00667
0030.422;07023; 00667
0030.439;07242; 00677
0030.454;07243; 00667
0030.469;07022; 00687
0030.486;07242; 00687
0030.501;07242; 00687
0030.516;07023; 00677
0030.531;07242; 00687
0030.548;07023; 00687
0030.563;07023; 00677
0030.580;07242; 00687
0030.595;07242; 00677
0030.610;07242; 00687
0030.625;07023; 00677
0030.644;07023; 00687
0030.657;07243; 00687
0030.672;07243; 00677
0030.689;07243; 00677
0030.704;07242; 00677
0030.719;07242; 00677
0030.736;07243; 00677
0030.751;07242; 00667
0030.766;07242; 00647
0030.781;07475; 00657
0030.798;07242; 00657
0030.813;07242; 00647
0030.830;07243; 00657
0030.845;07243; 00657
0030.859;07242; 00657
0030.874;07242; 00667
0030.889;07242; 00667
0030.906;07243; 00677
0030.921;07243; 00677
0030.936;07242; 00677
0030.953;07242; 00677
0030.968;07242; 00697
0030.983;07243; 00697
0031.000;07242; 00697
0031.015;07243; 00706
0031.030;07242; 00706
0031.045;07243; 00697
0031.062;07242; 00697
0031.077;07243; 00697
0031.092;07242; 00697
0031.109;07243; 00697
0031.124;07242; 00697
0031.141;07242; 00697
0031.156;07242; 00706
0031.171;07242; 00706
0031.186;07242; 00697
0031.203;07243; 00697
0031.218;07243; 00697
0031.248;07242; 00687
0031.265;07242; 00687
0031.280;07242; 00687
0031.297;07243; 00697
0031.312;07242; 00697
0031.327;07242; 00687
0031.359;07476; 00677
0031.374;07242; 00677
0031.391;07242; 00697
0031.406;07242; 00687
0031.435;07243; 00677
0031.453;07242; 00687
0031.467;07476; 00677
0031.485;07476; 00677
0031.499;07243; 00677
0031.517;07243; 00677
0031.529;07242; 00667
0031.546;07242; 00677
0031.561;07243; 00687
0031.576;07476; 00677
0031.591;07242; 00687
0031.608;07242; 00687
0031.623;07242; 00687
0031.638;07476; 00697
0031.655;07243; 00697
0031.670;07476; 00706
0031.685;07476; 00697
0031.702;07243; 00697
0031.717;07243; 00706
0031.732;07243; 00706
0031.747;07477; 00706
0031.764;07476; 00716
0031.779;07243; 00716
0031.794;07476; 00706
0031.811;07243; 00716
0031.826;07243; 00716
0031.841;07242; 00716
0031.858;07243; 00716
0031.873;07242; 00716
0031.888;07242; 00716
0031.903;07243; 00716
0031.920;07243; 00706
0031.935;07243; 00706
0031.952;07243; 00706
0031.967;07243; 00706
0031.982;07243; 00716
0031.997;07476; 00726
0032.014;07243; 00726
0032.029;07476; 00736
0032.044;07243; 00736
0032.058;07243; 00736
0032.076;07476; 00736
0032.090;07477; 00736
