;;;;;;;;;;;;;;;;;;;;;;;;;;Nacelle NC10...
120;0,489988;20;0,489988;6,132;0,489636;20;0,489636;11,463;0,491701;20;0,491701;16,531;0,490082;20;0,490082;21,158;0,488672;20;0,488672;22,8;0,48974;20;0,48974;20,358
121;0,494015;20;0,494015;6,148;0,493736;20;0,493736;11,399;0,495866;20;0,495866;16,407;0,494162;20;0,494162;21,126;0,492703;20;0,492703;22,729;0,493808;20;0,493808;20,307
122;0,498119;20;0,498119;6,154;0,497815;20;0,497815;11,383;0,499908;20;0,499908;16,296;0,498266;20;0,498266;21,062;0,496884;20;0,496884;22,624;0,497937;20;0,497937;20,232
123;0,502252;20;0,502252;6,146;0,501919;20;0,501919;11,423;0,503986;20;0,503986;16,203;0,502345;20;0,502345;20,99;0,500983;20;0,500983;22,5;0,502134;20;0,502134;20,144
124;0,506306;20;0,506306;6,134;0,506018;20;0,506018;11,505;0,50601;20;0,50601;16,145;0,5064;20;0,5064;20,911;0,505063;20;0,505063;22,368;0,506112;20;0,506112;20,057
125;0,510409;20;0,510409;6,119;0,510122;20;0,510122;11,622;0,508989;20;0,508989;16,126;0,510488;20;0,510488;20,84;0,509169;20;0,509169;22,257;0,510207;20;0,510207;19,972
126;0,514493;20;0,514493;6,101;0,51423;20;0,51423;11,754;0,512173;20;0,512173;16,144;0,514592;20;0,514592;20,785;0,513272;20;0,513272;22,172;0,514284;20;0,514284;19,911
127;0,518599;20;0,518599;6,08;0,51829;20;0,51829;11,886;0,516276;20;0,516276;16,205;0,518674;20;0,518674;20,747;0,517349;20;0,517349;22,129;0,518404;20;0,518404;19,871
128;0,522697;20;0,522697;6,056;0,522407;20;0,522407;12;0,520357;20;0,520357;16,289;0,52278;20;0,52278;20,732;0,521452;20;0,521452;22,118;0,522504;20;0,522504;19,866
129;0,526801;20;0,526801;6,029;0,526574;20;0,526574;12,087;0,524465;20;0,524465;16,395;0,526884;20;0,526884;20,738;0,525547;20;0,525547;22,152;0,526582;20;0,526582;19,884
130;0,53088;20;0,53088;6,005;0,530652;20;0,530652;12,138;0,528574;20;0,528574;16,496;0,530964;20;0,530964;20,772;0,529564;20;0,529564;22,217;0,530686;20;0,530686;19,933
131;0,534984;20;0,534984;5,984;0,534682;20;0,534682;12,143;0,53271;20;0,53271;16,589;0,535082;20;0,535082;20,817;0,533672;20;0,533672;22,303;0,534762;20;0,534762;20
132;0,539086;20;0,539086;5,971;0,538787;20;0,538787;12,106;0,536814;20;0,536814;16,655;0,539221;20;0,539221;20,879;0,537759;20;0,537759;22,396;0,538868;20;0,538868;20,076
133;0,543247;20;0,543247;5,968;0,542885;20;0,542885;12,026;0,540918;20;0,540918;16,686;0,543325;20;0,543325;20,94;0,541862;20;0,541862;22,483;0,542972;20;0,542972;20,147
134;0,547284;20;0,547284;5,978;0,54696;20;0,54696;11,919;0,545052;20;0,545052;16,676;0,547431;20;0,547431;20,995;0,545967;20;0,545967;22,557;0,547053;20;0,547053;20,203
135;0,551385;20;0,551385;5,996;0,55104;20;0,55104;11,797;0,549113;20;0,549113;16,63;0,551501;20;0,551501;21,033;0,550046;20;0,550046;22,596;0,551233;20;0,551233;20,239
136;0,555482;20;0,555482;6,021;0,555164;20;0,555164;11,68;0,5532;20;0,5532;16,557;0,555616;20;0,555616;21,043;0,554147;20;0,554147;22,607;0,553286;20;0,553286;20,239
137;0,559565;20;0,559565;6,048;0,559275;20;0,559275;11,578;0,557308;20;0,557308;16,465;0,559655;20;0,559655;21,027;0,558336;20;0,558336;22,582;0,559397;20;0,559397;20,212
138;0,563646;20;0,563646;6,075;0,563345;20;0,563345;11,511;0,561332;20;0,561332;16,374;0,563742;20;0,563742;20,985;0,562393;20;0,562393;22,529;0,561371;20;0,561371;20,158
139;0,567748;20;0,567748;6,099;0,567449;20;0,567449;11,482;0,565407;20;0,565407;16,293;0,567845;20;0,567845;20,928;0,566496;20;0,566496;22,452;0,56434;20;0,56434;20,093
140;0,571851;20;0,571851;6,118;0,571553;20;0,571553;11,495;0,569513;20;0,569513;16,237;0,571908;20;0,571908;20,862;0,570599;20;0,570599;22,368;0,567523;20;0,567523;20,022
141;0,575955;20;0,575955;6,131;0,575632;20;0,575632;11,549;0,573616;20;0,573616;16,207;0,576015;20;0,576015;20,806;0,57467;20;0,57467;22,292;0,571628;20;0,571628;19,963
142;0,580039;20;0,580039;6,136;0,579738;20;0,579738;11,636;0,577693;20;0,577693;16,211;0,580114;20;0,580114;20,76;0,578724;20;0,578724;22,232;0,575705;20;0,575705;19,921
143;0,584137;20;0,584137;6,13;0,583841;20;0,583841;11,745;0,581798;20;0,581798;16,249;0,584224;20;0,584224;20,736;0,582802;20;0,582802;22,201;0,579818;20;0,579818;19,906
144;0,588246;20;0,588246;6,114;0,587927;20;0,587927;11,86;0,58589;20;0,58589;16,315;0,588323;20;0,588323;20,736;0,586909;20;0,586909;22,201;0,583917;20;0,583917;19,916
145;0,59233;20;0,59233;6,09;0,592003;20;0,592003;11,969;0,58998;20;0,58998;16,401;0,592399;20;0,592399;20,759;0,591016;20;0,591016;22,236;0,588049;20;0,588049;19,948
146;0,596434;20;0,596434;6,061;0,59612;20;0,59612;12,057;0,594096;20;0,594096;16,493;0,596477;20;0,596477;20,803;0,595089;20;0,595089;22,291;0,59212;20;0,59212;20,005
147;0,600505;20;0,600505;6,03;0,600229;20;0,600229;12,115;0,598193;20;0,598193;16,585;0,600584;20;0,600584;20,863;0,599192;20;0,599192;22,36;0,59626;20;0,59626;20,072
148;0,604618;20;0,604618;6,003;0,604312;20;0,604312;12,127;0,602269;20;0,602269;16,659;0,604694;20;0,604694;20,934;0,603375;20;0,603375;22,43;0,600364;20;0,600364;20,143
149;0,608694;20;0,608694;5,983;0,608391;20;0,608391;12,097;0,606403;20;0,606403;16,708;0,608772;20;0,608772;21,006;0,607479;20;0,607479;22,495;0,604468;20;0,604468;20,207
150;0,61283;20;0,61283;5,973;0,612494;20;0,612494;12,027;0,610463;20;0,610463;16,722;0,612896;20;0,612896;21,077;0,611547;20;0,611547;22,544;0,608547;20;0,608547;20,261
151;0,616902;20;0,616902;5,973;0,616616;20;0,616616;11,926;0,614567;20;0,614567;16,705;0,616967;20;0,616967;21,127;0,615653;20;0,615653;22,577;0,61264;20;0,61264;20,294
152;0,621006;20;0,621006;5,983;0,620756;20;0,620756;11,808;0,618672;20;0,618672;16,652;0,62107;20;0,62107;21,16;0,61982;20;0,61982;22,591;0,616684;20;0,616684;20,302
153;0,625084;20;0,625084;6,002;0,624864;20;0,624864;11,691;0,622754;20;0,622754;16,571;0,625173;20;0,625173;21,164;0,623842;20;0,623842;22,584;0,620764;20;0,620764;20,288
154;0,629243;20;0,629243;6,025;0,628888;20;0,628888;11,589;0,626855;20;0,626855;16,474;0,629261;20;0,629261;21,139;0,627921;20;0,627921;22,56;0,624869;20;0,624869;20,251
155;0,633302;20;0,633302;6,051;0,632986;20;0,632986;11,514;0,630988;20;0,630988;16,369;0,633357;20;0,633357;21,085;0,63203;20;0,63203;22,517;0,62897;20;0,62897;20,197
156;0,63738;20;0,63738;6,077;0,637066;20;0,637066;11,476;0,635045;20;0,635045;16,272;0,63746;20;0,63746;21,008;0,636067;20;0,636067;22,465;0,633055;20;0,633055;20,129
157;0,641481;20;0,641481;6,103;0,641222;20;0,641222;11,48;0,639151;20;0,639151;16,188;0,641597;20;0,641597;20,919;0,640167;20;0,640167;22,405;0,637164;20;0,637164;20,059
158;0,645603;20;0,645603;6,124;0,645255;20;0,645255;11,525;0,643253;20;0,643253;16,133;0,64571;20;0,64571;20,827;0,644244;20;0,644244;22,346;0,641266;20;0,641266;19,989
159;0,649677;20;0,649677;6,14;0,649358;20;0,649358;11,605;0,647393;20;0,647393;16,116;0,649824;20;0,649824;20,743;0,648349;20;0,648349;22,294;0,645413;20;0,645413;19,93
160;0,653782;20;0,653782;6,147;0,653455;20;0,653455;11,707;0,651499;20;0,651499;16,139;0,653895;20;0,653895;20,675;0,652431;20;0,652431;22,257;0,649511;20;0,649511;19,883
161;0,657936;20;0,657936;6,142;0,657569;20;0,657569;11,819;0,65556;20;0,65556;16,196;0,658021;20;0,658021;20,638;0,656549;20;0,656549;22,237;0,65359;20;0,65359;19,86
162;0,661966;20;0,661966;6,125;0,661632;20;0,661632;11,929;0,659613;20;0,659613;16,283;0,662044;20;0,662044;20,628;0,660662;20;0,660662;22,236;0,657651;20;0,657651;19,862
163;0,666068;20;0,666068;6,094;0,665733;20;0,665733;12,019;0,663717;20;0,663717;16,39;0,666118;20;0,666118;20,65;0,664741;20;0,664741;22,254;0,661729;20;0,661729;19,887
164;0,670147;20;0,670147;6,054;0,669841;20;0,669841;12,083;0,667822;20;0,667822;16,5;0,670219;20;0,670219;20,7;0,668904;20;0,668904;22,288;0,665832;20;0,665832;19,936
165;0,674254;20;0,674254;6,013;0,673922;20;0,673922;12,113;0,671902;20;0,671902;16,602;0,674296;20;0,674296;20,772;0,672986;20;0,672986;22,335;0,669912;20;0,669912;20,002
166;0,678338;20;0,678338;5,977;0,678021;20;0,678021;12,104;0,676013;20;0,676013;16,68;0,678429;20;0,678429;20,857;0,677085;20;0,677085;22,385;0,674047;20;0,674047;20,078
167;0,682443;20;0,682443;5,952;0,682106;20;0,682106;12,056;0,68008;20;0,68008;16,73;0,682514;20;0,682514;20,943;0,681178;20;0,681178;22,436;0,678108;20;0,678108;20,151
168;0,686607;20;0,686607;5,945;0,686226;20;0,686226;11,974;0,684216;20;0,684216;16,742;0,686585;20;0,686585;21,023;0,68522;20;0,68522;22,48;0,682208;20;0,682208;20,214
169;0,690631;20;0,690631;5,957;0,690284;20;0,690284;11,87;0,688281;20;0,688281;16,715;0,690713;20;0,690713;21,083;0,689301;20;0,689301;22,512;0,686324;20;0,686324;20,258
170;0,694724;20;0,694724;5,982;0,694388;20;0,694388;11,759;0,692384;20;0,692384;16,651;0,694878;20;0,694878;21,12;0,693405;20;0,693405;22,524;0,690465;20;0,690465;20,277
171;0,698827;20;0,698827;6,016;0,698492;20;0,698492;11,654;0,696489;20;0,696489;16,563;0,698981;20;0,698981;21,125;0,697512;20;0,697512;22,519;0,694572;20;0,694572;20,265
172;0,702941;20;0,702941;6,054;0,70257;20;0,70257;11,567;0,700566;20;0,700566;16,462;0,70306;20;0,70306;21,101;0,701588;20;0,701588;22,497;0,698675;20;0,698675;20,226
173;0,70701;20;0,70701;6,089;0,706672;20;0,706672;11,514;0,704671;20;0,704671;16,363;0,70713;20;0,70713;21,051;0,7057;20;0,7057;22,46;0,702755;20;0,702755;20,171
174;0,711113;20;0,711113;6,118;0,710769;20;0,710769;11,495;0,708774;20;0,708774;16,278;0,711172;20;0,711172;20,986;0,709781;20;0,709781;22,418;0,706848;20;0,706848;20,105
175;0,715247;20;0,715247;6,136;0,714923;20;0,714923;11,515;0,71294;20;0,71294;16,217;0,715274;20;0,715274;20,911;0,713941;20;0,713941;22,375;0,710881;20;0,710881;20,039
176;0,719309;20;0,719309;6,143;0,719028;20;0,719028;11,57;0,716982;20;0,716982;16,186;0,719354;20;0,719354;20,839;0,718055;20;0,718055;22,339;0,71496;20;0,71496;19,983
177;0,723381;20;0,723381;6,14;0,723045;20;0,723045;11,652;0,721045;20;0,721045;16,186;0,723485;20;0,723485;20,779;0,722127;20;0,722127;22,314;0,719076;20;0,719076;19,945
178;0,727483;20;0,727483;6,125;0,725082;20;0,725082;11,749;0,725146;20;0,725146;16,22;0,727593;20;0,727593;20,737;0,726233;20;0,726233;22,304;0,723149;20;0,723149;19,927
179;0,731588;20;0,731588;6,104;0,728048;20;0,728048;11,851;0,729245;20;0,729245;16,281;0,731651;20;0,731651;20,719;0,730273;20;0,730273;22,308;0,727252;20;0,727252;19,932
180;0,735701;20;0,735701;6,078;0,73123;20;0,73123;11,944;0,733351;20;0,733351;16,36;0,735752;20;0,735752;20,726;0,734346;20;0,734346;22,327;0,731355;20;0,731355;19,958
181;0,739773;20;0,739773;6,051;0,735345;20;0,735345;12,017;0,737429;20;0,737429;16,446;0,739918;20;0,739918;20,76;0,73845;20;0,73845;22,355;0,735443;20;0,735443;20,003
182;0,743852;20;0,743852;6,026;0,739446;20;0,739446;12,063;0,741534;20;0,741534;16,528;0,743996;20;0,743996;20,813;0,742554;20;0,742554;22,388;0,739548;20;0,739548;20,056
183;0,747979;20;0,747979;6,005;0,743522;20;0,743522;12,07;0,745653;20;0,745653;16,599;0,74814;20;0,74814;20,877;0,746664;20;0,746664;22,419;0,743645;20;0,743645;20,111
184;0,752058;20;0,752058;5,99;0,747632;20;0,747632;12,042;0,749815;20;0,749815;16,644;0,752206;20;0,752206;20,944;0,750745;20;0,750745;22,445;0,747723;20;0,747723;20,161
185;0,756181;20;0,756181;5,983;0,751799;20;0,751799;11,982;0,753897;20;0,753897;16,661;0,756285;20;0,756285;21,008;0,754844;20;0,754844;22,462;0,751826;20;0,751826;20,2
186;0,760242;20;0,760242;5,984;0,755892;20;0,755892;11,898;0,758074;20;0,758074;16,649;0,760322;20;0,760322;21,057;0,758942;20;0,758942;22,471;0,755951;20;0,755951;20,22
187;0,764351;20;0,764351;5,991;0,759976;20;0,759976;11,801;0,762089;20;0,762089;16,609;0,764425;20;0,764425;21,086;0,763118;20;0,763118;22,472;0,760036;20;0,760036;20,222
188;0,768459;20;0,768459;6,008;0,76408;20;0,76408;11,707;0,766194;20;0,766194;16,544;0,768508;20;0,768508;21,093;0,767188;20;0,767188;22,464;0,764123;20;0,764123;20,207
189;0,772534;20;0,772534;6,028;0,768159;20;0,768159;11,625;0,770277;20;0,770277;16,464;0,772622;20;0,772622;21,071;0,771292;20;0,771292;22,45;0,768217;20;0,768217;20,176
190;0,776641;20;0,776641;6,052;0,77229;20;0,77229;11,565;0,774298;20;0,774298;16,379;0,77672;20;0,77672;21,027;0,775385;20;0,775385;22,43;0,772314;20;0,772314;20,131
191;0,780745;20;0,780745;6,077;0,776287;20;0,776287;11,535;0,778389;20;0,778389;16,299;0,780798;20;0,780798;20,963;0,779406;20;0,779406;22,406;0,776419;20;0,776419;20,078
192;0,784821;20;0,784821;6,101;0,780388;20;0,780388;11,539;0,782485;20;0,782485;16,235;0,784917;20;0,784917;20,889;0,783508;20;0,783508;22,38;0,780498;20;0,780498;20,024
193;0,788924;20;0,788924;6,12;0,78449;20;0,78449;11,579;0,786599;20;0,786599;16,196;0,789059;20;0,789059;20,812;0,787667;20;0,787667;22,353;0,784602;20;0,784602;19,975
194;0,79303;20;0,79303;6,132;0,788567;20;0,788567;11,644;0,790694;20;0,790694;16,19;0,793165;20;0,793165;20,742;0,7917;20;0,7917;22,328;0,788707;20;0,788707;19,933
195;0,797124;20;0,797124;6,136;0,792674;20;0,792674;11,727;0,794771;20;0,794771;16,216;0,797269;20;0,797269;20,691;0,795802;20;0,795802;22,309;0,792783;20;0,792783;19,908
196;0,801252;20;0,801252;6,13;0,796781;20;0,796781;11,818;0,798875;20;0,798875;16,271;0,801361;20;0,801361;20,667;0,799879;20;0,799879;22,299;0,796887;20;0,796887;19,904
197;0,805308;20;0,805308;6,113;0,800856;20;0,800856;11,903;0,802983;20;0,802983;16,347;0,805379;20;0,805379;20,672;0,803998;20;0,803998;22,299;0,801113;20;0,801113;19,922
198;0,809414;20;0,809414;6,086;0,804973;20;0,804973;11,97;0,807129;20;0,807129;16,435;0,809482;20;0,809482;20,708;0,808164;20;0,808164;22,31;0,80515;20;0,80515;19,96
199;0,813491;20;0,813491;6,053;0,809128;20;0,809128;12,015;0,811177;20;0,811177;16,52;0,813593;20;0,813593;20,767;0,812233;20;0,812233;22,332;0,80925;20;0,80925;20,013
200;0,817596;20;0,817596;6,018;0,813209;20;0,813209;12,031;0,815243;20;0,815243;16,594;0,817672;20;0,817672;20,843;0,816332;20;0,816332;22,363;0,81326;20;0,81326;20,076
201;0,821704;20;0,821704;5,988;0,817262;20;0,817262;12,017;0,81935;20;0,81935;16,646;0,82175;20;0,82175;20,924;0,82044;20;0,82044;22,399;0,817359;20;0,817359;20,138
202;0,825805;20;0,825805;5,967;0,821339;20;0,821339;11,975;0,823453;20;0,823453;16,671;0,825854;20;0,825854;21,001;0,824454;20;0,824454;22,433;0,821467;20;0,821467;20,194
203;0,829884;20;0,829884;5,96;0,825443;20;0,825443;11,907;0,827531;20;0,827531;16,663;0,829963;20;0,829963;21,064;0,828552;20;0,828552;22,462;0,825543;20;0,825543;20,236
204;0,834005;20;0,834005;5,967;0,829547;20;0,829547;11,824;0,831635;20;0,831635;16,624;0,8341;20;0,8341;21,105;0,83266;20;0,83266;22,481;0,82965;20;0,82965;20,258
205;0,838063;20;0,838063;5,987;0,833631;20;0,833631;11,736;0,835725;20;0,835725;16,559;0,838204;20;0,838204;21,12;0,836755;20;0,836755;22,486;0,833755;20;0,833755;20,256
206;0,842167;20;0,842167;6,015;0,837733;20;0,837733;11,655;0,839827;20;0,839827;16,477;0,842314;20;0,842314;21,107;0,840852;20;0,840852;22,478;0,837833;20;0,837833;20,23
207;0,84628;20;0,84628;6,047;0,841819;20;0,841819;11,591;0,843981;20;0,843981;16,39;0,846412;20;0,846412;21,067;0,84495;20;0,84495;22,461;0,841948;20;0,841948;20,185
208;0,850353;20;0,850353;6,077;0,845906;20;0,845906;11,555;0,848015;20;0,848015;16,308;0,850455;20;0,850455;21,008;0,849034;20;0,849034;22,435;0,846118;20;0,846118;20,126
209;0,854473;20;0,854473;6,101;0,85001;20;0,85001;11,549;0,852119;20;0,852119;16,245;0,854602;20;0,854602;20,935;0,853211;20;0,853211;22,407;0,850208;20;0,850208;20,062
210;0,858568;20;0,858568;6,118;0,854114;20;0,854114;11,575;0,856244;20;0,856244;16,206;0,858618;20;0,858618;20,86;0,857311;20;0,857311;22,378;0,854324;20;0,854324;20,004
211;0,862672;20;0,862672;6,126;0,85824;20;0,85824;11,628;0,860299;20;0,860299;16,194;0,862721;20;0,862721;20,791;0,861395;20;0,861395;22,351;0,858382;20;0,858382;19,959
212;0,866743;20;0,866743;6,126;0,862305;20;0,862305;11,702;0,864404;20;0,864404;16,211;0,866827;20;0,866827;20,734;0,865499;20;0,865499;22,332;0,862481;20;0,862481;19,929
213;0,870851;20;0,870851;6,116;0,866398;20;0,866398;11,785;0,868574;20;0,868574;16,255;0,8709;20;0,8709;20,699;0,869586;20;0,869586;22,32;0,866517;20;0,866517;19,922
214;0,87497;20;0,87497;6,1;0,870596;20;0,870596;11,866;0,872585;20;0,872585;16,319;0,875001;20;0,875001;20,688;0,873676;20;0,873676;22,317;0,870612;20;0,870612;19,934
215;0,879032;20;0,879032;6,079;0,874663;20;0,874663;11,938;0,876697;20;0,876697;16,395;0,879127;20;0,879127;20,703;0,877718;20;0,877718;22,324;0,874697;20;0,874697;19,964
216;0,883133;20;0,883133;6,057;0,878684;20;0,878684;11,99;0,880786;20;0,880786;16,473;0,883265;20;0,883265;20,743;0,881791;20;0,881791;22,338;0,878799;20;0,878799;20,005
217;0,887239;20;0,887239;6,035;0,882781;20;0,882781;12,017;0,884871;20;0,884871;16,544;0,887368;20;0,887368;20,8;0,885895;20;0,885895;22,356;0,882875;20;0,882875;20,053
218;0,891315;20;0,891315;6,014;0,886886;20;0,886886;12,012;0,889007;20;0,889007;16,601;0,891475;20;0,891475;20,867;0,889972;20;0,889972;22,377;0,887033;20;0,887033;20,1
219;0,895439;20;0,895439;5,998;0,890963;20;0,890963;11,979;0,893065;20;0,893065;16,633;0,895529;20;0,895529;20,935;0,89408;20;0,89408;22,397;0,891092;20;0,891092;20,141
220;0,899514;20;0,899514;5,988;0,895069;20;0,895069;11,921;0,897163;20;0,897163;16,64;0,899587;20;0,899587;20,997;0,89818;20;0,89818;22,414;0,895179;20;0,895179;20,173
221;0,90362;20;0,90362;5,984;0,899226;20;0,899226;11,846;0,901271;20;0,901271;16,62;0,903675;20;0,903675;21,042;0,902289;20;0,902289;22,429;0,899274;20;0,899274;20,189
222;0,907699;20;0,907699;5,989;0,903256;20;0,903256;11,765;0,905375;20;0,905375;16,576;0,907748;20;0,907748;21,068;0,906363;20;0,906363;22,44;0,903352;20;0,903352;20,191
223;0,911803;20;0,911803;6,003;0,90736;20;0,90736;11,688;0,909446;20;0,909446;16,512;0,911852;20;0,911852;21,07;0,910469;20;0,910469;22,444;0,907459;20;0,907459;20,178
224;0,915881;20;0,915881;6,021;0,911435;20;0,911435;11,624;0,913555;20;0,913555;16,437;0,91596;20;0,91596;21,049;0,914546;20;0,914546;22,443;0,911562;20;0,911562;20,153
225;0,920009;20;0,920009;6,044;0,91554;20;0,91554;11,581;0,917633;20;0,917633;16,361;0,920037;20;0,920037;21,007;0,918653;20;0,918653;22,435;0,915639;20;0,915639;20,118
226;0,92409;20;0,92409;6,067;0,919644;20;0,919644;11,564;0,921736;20;0,921736;16,292;0,924142;20;0,924142;20,949;0,922737;20;0,922737;22,421;0,919743;20;0,919743;20,078
227;0,928248;20;0,928248;6,091;0,923725;20;0,923725;11,576;0,92584;20;0,92584;16,24;0,928281;20;0,928281;20,882;0,92684;20;0,92684;22,402;0,923883;20;0,923883;20,037
228;0,932279;20;0,932279;6,108;0,927906;20;0,927906;11,616;0,929966;20;0,929966;16,209;0,932384;20;0,932384;20,814;0,930953;20;0,930953;22,38;0,927952;20;0,927952;19,997
229;0,936386;20;0,936386;6,118;0,932008;20;0,932008;11,677;0,934046;20;0,934046;16,21;0,936488;20;0,936488;20,756;0,935043;20;0,935043;22,358;0,932034;20;0,932034;19,968
230;0,940462;20;0,940462;6,12;0,93608;20;0,93608;11,75;0,938143;20;0,938143;16,238;0,940565;20;0,940565;20,714;0,939129;20;0,939129;22,338;0,936117;20;0,936117;19,952
231;0,94456;20;0,94456;6,114;0,940118;20;0,940118;11,825;0,942222;20;0,942222;16,291;0,944623;20;0,944623;20,698;0,943231;20;0,943231;22,324;0,940224;20;0,940224;19,953
232;0,948666;20;0,948666;6,099;0,944226;20;0,944226;11,893;0,946321;20;0,946321;16,359;0,948691;20;0,948691;20,708;0,947327;20;0,947327;22,318;0,944324;20;0,944324;19,968
233;0,952776;20;0,952776;6,078;0,948308;20;0,948308;11,944;0,950422;20;0,950422;16,435;0,952794;20;0,952794;20,743;0,951426;20;0,951426;22,322;0,948429;20;0,948429;19,999
234;0,956864;20;0,956864;6,052;0,952414;20;0,952414;11,976;0,954518;20;0,954518;16,506;0,956922;20;0,956922;20,798;0,955548;20;0,955548;22,336;0,952507;20;0,952507;20,039
235;0,960952;20;0,960952;6,025;0,95651;20;0,95651;11,984;0,958602;20;0,958602;16,566;0,958928;20;0,958928;20,865;0,959662;20;0,959662;22,358;0,956638;20;0,956638;20,084
236;0,96503;20;0,96503;6,003;0,960599;20;0,960599;11,966;0,96268;20;0,96268;16,606;0,965081;20;0,965081;20,932;0,963721;20;0,963721;22,384;0,960718;20;0,960718;20,128
237;0,969149;20;0,969149;5,986;0,964703;20;0,964703;11,926;0,966788;20;0,966788;16,622;0,967108;20;0,967108;20,992;0,967833;20;0,967833;22,408;0,964794;20;0,964794;20,164
238;0,973243;20;0,973243;5,98;0,968778;20;0,968778;11,866;0,970887;20;0,970887;16,611;0,970082;20;0,970082;21,037;0,97191;20;0,97191;22,429;0,968898;20;0,968898;20,187
239;0,977324;20;0,977324;5,983;0,972878;20;0,972878;11,796;0,974975;20;0,974975;16,573;0,973342;20;0,973342;21,063;0,976006;20;0,976006;22,444;0,973032;20;0,973032;20,195
240;0,981425;20;0,981425;5,996;0,97698;20;0,97698;11,724;0,979079;20;0,979079;16,516;0,977446;20;0,977446;21,065;0,980099;20;0,980099;22,448;0,97709;20;0,97709;20,184
241;0,985507;20;0,985507;6,015;0,981082;20;0,981082;11,66;0,983183;20;0,983183;16,448;0,981513;20;0,981513;21,042;0,984171;20;0,984171;22,443;0,98117;20;0,98117;20,156
242;0,989611;20;0,989611;6,039;0,985223;20;0,985223;11,61;0,987262;20;0,987262;16,378;0,985663;20;0,985663;21;0,988269;20;0,988269;22,43;0,985272;20;0,985272;20,117
