Temps,Ecart,I moteur,Mesure,vitesse,accélération,position,U moteur,Consigne,Sortie Reg.,S. Action P.
2.050,0.924,-19.531,-0.132,-0.132,-5.407,90.251,0.141,0.000,14.000,1.848
2.060,0.132,9.277,0.000,0.000,-27.033,90.252,-0.065,0.000,2.000,0.264
2.070,0.000,-22.461,0.000,0.000,45.956,90.252,0.315,0.000,0.000,0.000
2.080,0.000,0.977,-0.132,-0.132,-45.956,90.252,-0.109,0.000,0.000,0.000
2.090,0.132,16.602,0.000,0.000,16.220,90.252,-0.467,0.000,2.000,0.264
2.100,0.000,-11.719,0.000,0.000,2.703,90.252,0.282,0.000,0.000,0.000
2.110,0.000,-18.066,0.000,0.000,2.703,90.252,-0.043,0.000,0.000,0.000
2.120,0.000,9.766,0.000,0.000,-2.703,90.252,-0.239,0.000,0.000,0.000
2.130,0.000,-15.137,0.132,0.132,5.407,90.252,0.358,0.000,0.000,0.000
2.140,-0.132,-11.230,0.000,0.000,0.000,90.252,0.098,0.000,-2.000,-0.264
2.150,0.000,-6.836,0.132,0.132,2.703,90.252,-0.087,0.000,0.000,0.000
2.160,-0.132,8.301,0.000,0.000,-2.703,90.252,-0.358,0.000,-2.000,-0.264
2.170,0.000,16.602,-0.132,-0.132,0.000,90.250,-0.553,0.000,0.000,0.000
2.180,0.132,8.301,0.396,0.396,2.703,90.252,-0.195,0.000,2.000,0.264
2.190,-0.396,36.133,1.188,1.188,27.033,90.261,-0.174,0.000,-6.000,-0.792
2.200,-1.188,-6.348,-0.264,-0.264,-5.407,90.260,-0.608,0.000,-18.000,-2.376
2.210,0.264,-6.348,-0.132,-0.132,-13.516,90.257,0.163,0.000,4.000,0.528
2.220,0.132,-18.066,0.000,0.000,-13.516,90.258,0.369,0.000,2.000,0.264
2.230,0.000,16.602,0.000,0.000,21.626,90.258,-0.499,0.000,0.000,0.000
2.240,0.000,12.695,-0.132,-0.132,-29.736,90.258,-0.304,0.000,0.000,0.000
2.250,0.132,-17.090,0.000,0.000,2.703,90.258,0.347,0.000,2.000,0.264
2.260,0.000,14.648,0.000,0.000,2.703,90.258,-0.553,0.000,0.000,0.000
2.270,0.000,-7.324,-0.132,-0.132,0.000,90.257,0.228,0.000,0.000,0.000
2.280,0.132,4.883,0.132,0.132,0.000,90.258,-0.282,0.000,2.000,0.264
2.290,-0.132,19.531,0.000,0.000,2.703,90.258,-0.521,0.000,-2.000,-0.264
2.300,0.000,-24.902,-0.132,-0.132,0.000,90.257,0.434,0.000,0.000,0.000
2.310,0.132,-7.324,0.000,0.000,-5.407,90.258,0.011,0.000,2.000,0.264
2.320,0.000,-23.438,-0.132,-0.132,2.703,90.258,0.347,0.000,0.000,0.000
2.330,0.132,-12.695,-0.396,-0.396,-8.110,90.255,-0.304,0.000,2.000,0.264
2.340,0.396,2.930,0.396,0.396,5.407,90.256,0.347,0.000,6.000,0.792
2.350,-0.396,8.789,0.000,0.000,5.407,90.259,-0.575,0.000,-6.000,-0.792
2.360,0.000,5.371,-0.264,-0.264,0.000,90.257,0.109,0.000,0.000,0.000
2.370,0.264,-19.043,0.132,0.132,-10.813,90.257,0.532,0.000,4.000,0.528
2.380,-0.132,23.926,-0.132,-0.132,13.516,90.257,-0.499,0.000,-2.000,-0.264
2.390,0.132,-22.461,-0.132,-0.132,-5.407,90.256,0.315,0.000,2.000,0.264
2.400,0.132,-9.277,0.132,0.132,-5.407,90.257,0.206,0.000,2.000,0.264
2.410,-0.132,15.137,0.000,0.000,10.813,90.257,-0.532,0.000,-2.000,-0.264
2.420,0.000,-23.926,-0.132,-0.132,-5.407,90.256,0.271,0.000,0.000,0.000
2.430,0.132,-11.230,0.132,0.132,0.000,90.257,0.174,0.000,2.000,0.264
2.440,-0.132,16.113,0.000,0.000,5.407,90.257,-0.586,0.000,-2.000,-0.264
2.450,0.000,9.277,0.000,0.000,0.000,90.257,-0.315,0.000,0.000,0.000
2.460,0.000,-6.348,0.000,0.000,-5.407,90.257,0.184,0.000,0.000,0.000
2.470,0.000,-26.367,0.000,0.000,5.407,90.257,0.326,0.000,0.000,0.000
2.480,0.000,-1.465,-0.396,-0.396,-10.813,90.254,-0.358,0.000,0.000,0.000
2.490,0.396,-3.418,-0.528,-0.528,-10.813,90.249,-0.456,0.000,6.000,0.792
2.500,0.528,-29.297,1.056,1.056,21.626,90.257,0.564,0.000,8.000,1.056
2.510,-1.056,5.859,-0.264,-0.264,2.703,90.256,-0.532,0.000,-16.000,-2.112
2.520,0.264,-7.813,0.000,0.000,2.703,90.254,0.401,0.000,4.000,0.528
2.530,0.000,-17.578,0.000,0.000,-24.330,90.255,0.326,0.000,0.000,0.000
2.540,0.000,6.348,0.000,0.000,37.846,90.254,-0.347,0.000,0.000,0.000
2.550,0.000,8.789,0.000,0.000,-27.033,90.254,-0.206,0.000,0.000,0.000
2.560,0.000,0.000,0.132,0.132,8.110,90.255,0.206,0.000,0.000,0.000
2.570,-0.132,-14.160,0.000,0.000,0.000,90.255,0.271,0.000,-2.000,-0.264
2.580,0.000,0.977,0.000,0.000,0.000,90.255,-0.239,0.000,0.000,0.000
2.590,0.000,20.996,0.000,0.000,-2.703,90.255,-0.618,0.000,0.000,0.000
2.600,0.000,11.230,0.000,0.000,2.703,90.255,-0.358,0.000,0.000,0.000
2.610,0.000,-8.301,-0.132,-0.132,-5.407,90.254,0.217,0.000,0.000,0.000
2.620,0.132,-1.465,0.000,0.000,0.000,90.255,0.206,0.000,2.000,0.264
2.630,0.000,-15.137,0.000,0.000,0.000,90.256,0.260,0.000,0.000,0.000
2.640,0.000,-4.395,-0.528,-0.528,-8.110,90.251,-0.239,0.000,0.000,0.000
2.650,0.528,44.434,0.132,0.132,0.000,90.250,-0.174,0.000,8.000,1.056
2.660,-0.132,-25.391,0.000,0.000,2.703,90.251,0.326,0.000,-2.000,-0.264
2.670,0.000,-18.066,-0.132,-0.132,8.110,90.250,-0.109,0.000,0.000,0.000
2.680,0.132,16.602,0.000,0.000,-13.516,90.250,-0.575,0.000,2.000,0.264
2.690,0.000,-13.672,0.132,0.132,16.220,90.250,0.271,0.000,0.000,0.000
2.700,-0.132,9.277,-0.132,-0.132,-2.703,90.250,-0.315,0.000,-2.000,-0.264
2.710,0.132,1.953,0.000,0.000,-2.703,90.250,0.043,0.000,2.000,0.264
2.720,0.000,19.043,0.000,0.000,0.000,90.250,-0.521,0.000,0.000,0.000
2.730,0.000,-7.813,0.132,0.132,8.110,90.250,0.293,0.000,0.000,0.000
2.740,-0.132,-23.438,0.000,0.000,-5.407,90.250,0.532,0.000,-2.000,-0.264
2.750,0.000,16.113,0.000,0.000,2.703,90.250,-0.250,0.000,0.000,0.000
2.760,0.000,23.926,0.000,0.000,-2.703,90.250,-0.510,0.000,0.000,0.000
2.770,0.000,-7.324,0.000,0.000,2.703,90.250,0.239,0.000,0.000,0.000
2.780,0.000,-29.785,0.000,0.000,-2.703,90.250,0.412,0.000,0.000,0.000
2.790,0.000,-5.859,-0.264,-0.264,-5.407,90.248,-0.011,0.000,0.000,0.000
2.800,0.264,-3.906,-0.660,-0.660,-13.516,90.242,-0.347,0.000,4.000,0.528
2.810,0.660,-11.719,0.660,0.660,13.516,90.247,0.401,0.000,10.000,1.320
2.820,-0.660,14.160,-0.132,-0.132,2.703,90.247,-0.608,0.000,-10.000,-1.320
2.830,0.132,9.277,-0.132,-0.132,5.407,90.246,-0.195,0.000,2.000,0.264
2.840,0.132,-14.160,0.000,0.000,-21.626,90.246,0.401,0.000,2.000,0.264
2.850,0.000,14.648,0.000,0.000,29.736,90.246,-0.553,0.000,0.000,0.000
2.860,0.000,2.441,0.000,0.000,-13.516,90.246,0.109,0.000,0.000,0.000
2.870,0.000,-18.066,0.000,0.000,0.000,90.246,0.412,0.000,0.000,0.000
2.880,0.000,-7.324,0.000,0.000,2.703,90.246,-0.130,0.000,0.000,0.000
2.890,0.000,11.230,0.000,0.000,0.000,90.247,0.152,0.000,0.000,0.000
2.900,0.000,-11.230,0.000,0.000,0.000,90.246,-0.065,0.000,0.000,0.000
2.910,0.000,27.832,0.000,0.000,0.000,90.246,-0.282,0.000,0.000,0.000
2.920,0.000,-2.441,0.132,0.132,2.703,90.247,0.336,0.000,0.000,0.000
2.930,-0.132,-12.207,0.000,0.000,0.000,90.247,0.141,0.000,-2.000,-0.264
2.940,0.000,-9.277,0.000,0.000,0.000,90.247,0.304,0.000,0.000,0.000
2.950,0.000,-5.859,0.396,0.396,5.407,90.250,0.543,0.000,0.000,0.000
2.960,-0.396,-91.309,-1.188,-1.188,-21.626,90.241,0.206,0.000,-6.000,-0.792
2.970,1.188,18.066,0.000,0.000,-2.703,90.239,-0.152,0.000,18.000,2.376
2.980,0.000,16.113,0.132,0.132,-5.407,90.240,-0.618,0.000,0.000,0.000
2.990,-0.132,6.348,0.000,0.000,32.439,90.240,0.054,0.000,-2.000,-0.264
3.000,0.000,-12.207,0.000,0.000,-32.439,90.239,0.445,0.000,0.000,0.000
3.010,0.000,23.926,0.000,0.000,21.626,90.239,-0.521,0.000,0.000,0.000
3.020,0.000,8.301,0.000,0.000,2.703,90.240,-0.054,0.000,0.000,0.000
3.030,0.000,-14.648,0.000,0.000,-2.703,90.240,0.358,0.000,0.000,0.000
3.040,0.000,13.672,0.000,0.000,0.000,90.240,-0.629,0.000,0.000,0.000
3.050,0.000,-0.977,0.132,0.132,2.703,90.240,0.163,0.000,0.000,0.000
3.060,-0.132,-3.906,-0.132,-0.132,-2.703,90.239,0.217,0.000,-2.000,-0.264
3.070,0.132,10.254,0.000,0.000,0.000,90.239,-0.304,0.000,2.000,0.264
3.080,0.000,19.531,0.000,0.000,-2.703,90.240,0.076,0.000,0.000,0.000
3.090,0.000,16.113,0.000,0.000,5.407,90.240,-0.347,0.000,0.000,0.000
3.100,0.000,-2.930,0.528,0.528,5.407,90.244,0.195,0.000,0.000,0.000
3.110,-0.528,2.930,0.132,0.132,5.407,90.247,-0.076,0.000,-8.000,-1.056
3.120,-0.132,-29.785,-0.660,-0.660,-13.516,90.239,0.250,0.000,-2.000,-0.264
3.130,0.660,10.254,0.264,0.264,-5.407,90.241,0.195,0.000,10.000,1.320
3.140,-0.264,16.113,0.000,0.000,8.110,90.241,-0.434,0.000,-4.000,-0.528
3.150,0.000,0.977,0.000,0.000,5.407,90.241,0.043,0.000,0.000,0.000
3.160,0.000,-18.066,0.000,0.000,-21.626,90.240,0.380,0.000,0.000,0.000
3.170,0.000,-5.371,0.000,0.000,18.923,90.241,0.119,0.000,0.000,0.000
3.180,0.000,9.277,0.000,0.000,-5.407,90.241,-0.293,0.000,0.000,0.000
3.190,0.000,-9.277,0.000,0.000,0.000,90.241,0.336,0.000,0.000,0.000
3.200,0.000,-4.395,0.000,0.000,0.000,90.241,0.152,0.000,0.000,0.000
3.210,0.000,19.043,0.000,0.000,0.000,90.241,-0.488,0.000,0.000,0.000
3.220,0.000,-4.883,0.000,0.000,0.000,90.241,0.239,0.000,0.000,0.000
3.230,0.000,-23.926,0.000,0.000,0.000,90.241,0.401,0.000,0.000,0.000
3.240,0.000,11.719,0.000,0.000,0.000,90.241,-0.315,0.000,0.000,0.000
3.250,0.000,19.043,-0.132,-0.132,-2.703,90.239,-0.543,0.000,0.000,0.000
3.260,0.132,11.230,0.264,0.264,5.407,90.240,-0.119,0.000,2.000,0.264
3.270,-0.264,31.250,0.924,0.924,18.923,90.248,-0.119,0.000,-4.000,-0.528
3.280,-0.924,4.395,-0.264,-0.264,-2.703,90.247,-0.521,0.000,-14.000,-1.848
3.290,0.264,-17.578,-0.132,-0.132,-10.813,90.245,0.260,0.000,4.000,0.528
3.300,0.132,-6.836,0.132,0.132,-8.110,90.247,0.228,0.000,2.000,0.264
3.310,-0.132,17.578,0.000,0.000,18.923,90.247,-0.467,0.000,-2.000,-0.264
3.320,0.000,-12.207,0.000,0.000,-21.626,90.246,0.293,0.000,0.000,0.000
3.330,0.000,-7.813,0.132,0.132,2.703,90.247,-0.033,0.000,0.000,0.000
3.340,-0.132,14.160,0.000,0.000,5.407,90.247,-0.629,0.000,-2.000,-0.264
3.350,0.000,0.977,-0.132,-0.132,-5.407,90.246,0.098,0.000,0.000,0.000
3.360,0.132,20.996,0.000,0.000,-2.703,90.246,-0.271,0.000,2.000,0.264
3.370,0.000,8.789,0.000,0.000,2.703,90.247,0.250,0.000,0.000,0.000
3.380,0.000,-20.508,0.000,0.000,0.000,90.246,-0.022,0.000,0.000,0.000
3.390,0.000,24.414,0.000,0.000,-2.703,90.246,-0.499,0.000,0.000,0.000
3.400,0.000,22.949,0.000,0.000,2.703,90.245,-0.532,0.000,0.000,0.000
3.410,0.000,11.230,0.396,0.396,8.110,90.247,0.043,0.000,0.000,0.000
3.420,-0.396,-18.066,0.264,0.264,5.407,90.251,0.000,0.000,-6.000,-0.792
3.430,-0.264,19.531,-0.132,-0.132,-2.703,90.248,-0.618,0.000,-4.000,-0.528
3.440,0.132,-23.926,0.000,0.000,-8.110,90.248,0.347,0.000,2.000,0.264
3.450,0.000,-6.836,0.132,0.132,5.407,90.249,0.087,0.000,0.000,0.000
3.460,-0.132,18.066,0.000,0.000,0.000,90.248,-0.553,0.000,-2.000,-0.264
3.470,0.000,-11.719,-0.132,-0.132,-10.813,90.248,0.369,0.000,0.000,0.000
3.480,0.132,-17.578,0.000,0.000,0.000,90.249,0.423,0.000,2.000,0.264
3.490,0.000,14.648,-0.132,-0.132,0.000,90.248,-0.488,0.000,0.000,0.000
3.500,0.132,12.695,0.132,0.132,2.703,90.248,0.033,0.000,2.000,0.264
3.510,-0.132,-32.715,0.000,0.000,-2.703,90.248,0.477,0.000,-2.000,-0.264
3.520,0.000,2.930,-0.132,-0.132,2.703,90.248,-0.358,0.000,0.000,0.000
3.530,0.132,10.742,0.000,0.000,-5.407,90.249,-0.206,0.000,2.000,0.264
3.540,0.000,9.766,0.000,0.000,5.407,90.248,-0.076,0.000,0.000,0.000
3.550,0.000,-4.395,0.000,0.000,0.000,90.248,0.184,0.000,0.000,0.000
3.560,0.000,-9.277,0.396,0.396,5.407,90.252,0.401,0.000,0.000,0.000
3.570,-0.396,-7.813,-0.792,-0.792,-13.516,90.247,-0.141,0.000,-6.000,-0.792
3.580,0.792,-17.578,-0.396,-0.396,-8.110,90.241,0.391,0.000,12.000,1.584
3.590,0.396,5.859,0.132,0.132,-5.407,90.241,-0.022,0.000,6.000,0.792
3.600,-0.132,17.090,0.000,0.000,24.330,90.242,-0.477,0.000,-2.000,-0.264
3.610,0.000,-10.254,0.000,0.000,-16.220,90.242,0.271,0.000,0.000,0.000
3.620,0.000,-15.625,0.000,0.000,5.407,90.242,0.326,0.000,0.000,0.000
3.630,0.000,10.254,0.000,0.000,10.813,90.242,-0.336,0.000,0.000,0.000
3.640,0.000,-2.441,0.000,0.000,-2.703,90.242,-0.184,0.000,0.000,0.000
3.650,0.000,-30.762,0.000,0.000,0.000,90.241,0.239,0.000,0.000,0.000
3.660,0.000,27.344,0.000,0.000,0.000,90.242,-0.488,0.000,0.000,0.000
3.670,0.000,-5.371,0.000,0.000,0.000,90.241,0.174,0.000,0.000,0.000
3.680,0.000,-20.020,0.000,0.000,0.000,90.242,0.445,0.000,0.000,0.000
3.690,0.000,3.418,0.000,0.000,0.000,90.242,-0.011,0.000,0.000,0.000
3.700,0.000,18.066,0.000,0.000,0.000,90.242,-0.152,0.000,0.000,0.000
3.710,0.000,-11.719,0.132,0.132,2.703,90.243,0.152,0.000,0.000,0.000
3.720,-0.132,-11.719,-0.660,-0.660,-13.516,90.237,-0.315,0.000,-2.000,-0.264
3.730,0.660,34.668,0.396,0.396,8.110,90.238,-0.315,0.000,10.000,1.320
3.740,-0.396,10.254,0.000,0.000,-2.703,90.239,-0.184,0.000,-6.000,-0.792
3.750,0.000,-17.090,0.000,0.000,16.220,90.238,0.315,0.000,0.000,0.000
3.760,0.000,13.672,0.000,0.000,-24.330,90.238,-0.521,0.000,0.000,0.000
3.770,0.000,1.953,0.000,0.000,21.626,90.238,0.087,0.000,0.000,0.000
3.780,0.000,-16.602,0.000,0.000,-8.110,90.238,0.369,0.000,0.000,0.000
3.790,0.000,0.000,0.000,0.000,0.000,90.237,0.011,0.000,0.000,0.000
3.800,0.000,18.555,0.000,0.000,0.000,90.237,-0.521,0.000,0.000,0.000
3.810,0.000,-13.672,0.000,0.000,0.000,90.237,0.293,0.000,0.000,0.000
3.820,0.000,12.207,0.000,0.000,0.000,90.237,-0.347,0.000,0.000,0.000
3.830,0.000,20.996,0.000,0.000,0.000,90.237,-0.109,0.000,0.000,0.000
3.840,0.000,-16.602,0.000,0.000,0.000,90.237,0.217,0.000,0.000,0.000
3.850,0.000,-18.555,0.000,0.000,0.000,90.237,0.347,0.000,0.000,0.000
3.860,0.000,-25.391,0.000,0.000,0.000,90.238,0.336,0.000,0.000,0.000
3.870,0.000,-13.672,-0.264,-0.264,-5.407,90.237,-0.152,0.000,0.000,0.000
3.880,0.264,4.883,-0.396,-0.396,-8.110,90.232,0.304,0.000,4.000,0.528
3.890,0.396,5.859,0.132,0.132,2.703,90.234,-0.271,0.000,6.000,0.792
3.900,-0.132,10.254,-0.132,-0.132,2.703,90.234,-0.250,0.000,-2.000,-0.264
3.910,0.132,-10.742,0.000,0.000,2.703,90.234,0.401,0.000,2.000,0.264
3.920,0.000,-9.277,0.000,0.000,-5.407,90.234,-0.336,0.000,0.000,0.000
3.930,0.000,1.953,0.000,0.000,13.516,90.234,-0.119,0.000,0.000,0.000
3.940,0.000,-30.762,-0.132,-0.132,-8.110,90.233,0.228,0.000,0.000,0.000
3.950,0.132,0.488,0.000,0.000,2.703,90.233,-0.250,0.000,2.000,0.264
3.960,0.000,18.066,0.000,0.000,0.000,90.234,-0.564,0.000,0.000,0.000
3.970,0.000,-26.367,0.000,0.000,2.703,90.234,0.434,0.000,0.000,0.000
3.980,0.000,4.395,0.000,0.000,-2.703,90.234,-0.553,0.000,0.000,0.000
3.990,0.000,5.859,0.000,0.000,2.703,90.234,-0.260,0.000,0.000,0.000
4.000,0.000,-26.855,0.000,0.000,0.000,90.234,0.336,0.000,0.000,0.000
4.010,0.000,11.230,-0.132,-0.132,-2.703,90.233,-0.597,0.000,0.000,0.000
4.020,0.132,-5.859,0.792,0.792,16.220,90.237,0.336,0.000,2.000,0.264
4.030,-0.792,0.488,0.528,0.528,10.813,90.244,0.401,0.000,-12.000,-1.584
4.040,-0.528,-6.836,-0.924,-0.924,-16.220,90.234,-0.423,0.000,-8.000,-1.056
4.050,0.924,20.020,0.000,0.000,-18.923,90.234,0.000,0.000,14.000,1.848
4.060,0.000,-19.531,0.000,0.000,8.110,90.234,0.369,0.000,0.000,0.000
4.070,0.000,-9.277,0.000,0.000,13.516,90.234,-0.033,0.000,0.000,0.000
4.080,0.000,8.301,0.000,0.000,-29.736,90.234,-0.109,0.000,0.000,0.000
4.090,0.000,-24.902,0.000,0.000,18.923,90.234,0.380,0.000,0.000,0.000
4.100,0.000,22.949,0.000,0.000,0.000,90.234,-0.543,0.000,0.000,0.000
4.110,0.000,-7.324,0.000,0.000,0.000,90.234,0.184,0.000,0.000,0.000
4.120,0.000,-27.832,0.000,0.000,0.000,90.234,0.391,0.000,0.000,0.000
4.130,0.000,27.832,0.000,0.000,0.000,90.234,-0.586,0.000,0.000,0.000
4.140,0.000,-2.441,0.000,0.000,0.000,90.234,0.152,0.000,0.000,0.000
4.150,0.000,-23.438,0.000,0.000,0.000,90.234,0.412,0.000,0.000,0.000
4.160,0.000,18.066,0.132,0.132,2.703,90.234,-0.488,0.000,0.000,0.000
4.170,-0.132,-3.418,-0.132,-0.132,-2.703,90.233,0.206,0.000,-2.000,-0.264
4.180,0.132,-2.441,-0.660,-0.660,-13.516,90.228,-0.358,0.000,2.000,0.264
4.190,0.660,58.594,0.924,0.924,16.220,90.233,-0.098,0.000,10.000,1.320
4.200,-0.924,12.207,0.000,0.000,5.407,90.235,-0.228,0.000,-14.000,-1.848
4.210,0.000,-25.879,0.000,0.000,8.110,90.233,0.358,0.000,0.000,0.000
