Temps,vitesse,I moteur,accélération,position,U moteur,Sortie Reg.
s,mm/s,mA,mm/s²,mm,V,mA
0.000,-0.132,8.789,-5.407,24.237,-0.239,0.000
0.010,0.000,11.719,0.000,24.237,-0.304,0.000
0.020,0.000,11.230,2.703,24.237,-0.195,0.000
0.030,0.000,8.789,0.000,24.238,-0.488,0.000
0.040,0.000,11.719,-2.703,24.238,-0.564,0.000
0.050,0.000,20.996,2.703,24.237,-0.445,0.000
0.060,0.000,18.066,0.000,24.237,-0.152,0.000
0.070,0.132,0.977,2.703,24.238,0.119,0.000
0.080,0.000,-20.508,0.000,24.238,0.347,0.000
0.090,-0.132,-15.137,-2.703,24.237,0.260,0.000
0.100,0.132,172.363,0.000,24.240,1.725,199.707
0.110,2.508,207.520,54.066,24.263,1.758,199.707
0.120,3.828,189.453,78.395,24.300,2.485,199.707
0.130,5.675,195.313,110.834,24.353,2.669,199.707
0.140,7.259,200.684,102.725,24.423,3.342,199.707
0.150,8.843,193.848,151.384,24.508,3.299,199.707
0.160,10.427,208.008,124.351,24.609,3.635,199.707
0.170,12.275,206.055,140.570,24.729,4.264,199.707
0.180,13.991,198.242,137.867,24.865,4.525,199.707
0.190,15.311,209.961,132.461,25.014,4.883,199.707
0.200,16.630,189.941,121.648,25.175,5.122,199.707
0.210,18.082,191.895,121.648,25.351,5.632,199.707
0.220,19.930,198.242,129.757,25.545,5.707,199.707
0.230,21.382,191.895,124.351,25.753,6.402,199.707
0.240,22.966,200.195,127.054,25.977,6.467,199.707
0.250,24.682,195.801,127.054,26.217,7.010,199.707
0.260,25.870,193.359,129.757,26.469,7.129,199.707
0.270,27.321,203.613,118.944,26.736,7.400,199.707
0.280,28.905,200.195,118.944,27.017,7.769,199.707
0.290,30.621,207.031,132.461,27.315,8.149,199.707
0.300,31.941,201.660,118.944,27.627,8.550,199.707
0.310,33.261,199.219,118.944,27.951,8.648,199.707
0.320,34.713,193.848,116.241,28.289,9.201,199.707
0.330,36.165,194.824,121.648,28.642,9.625,199.707
0.340,37.484,203.613,113.538,29.007,9.852,199.707
0.350,38.672,202.637,108.131,29.384,9.918,199.707
0.360,40.124,199.707,110.834,29.776,10.579,199.707
0.370,41.576,198.242,113.538,30.181,10.525,199.707
0.380,42.896,196.777,113.538,30.599,10.612,199.707
0.390,44.480,199.219,113.538,31.032,11.263,199.707
0.400,45.932,202.637,118.944,31.480,11.751,199.707
0.410,47.384,201.172,121.648,31.942,11.589,199.707
0.420,48.703,199.219,113.538,32.417,12.500,199.707
0.430,50.287,198.242,121.648,32.909,12.771,199.707
0.440,51.871,196.289,121.648,33.415,12.912,199.707
0.450,53.455,195.801,127.054,33.936,13.292,199.707
0.460,54.775,197.754,118.944,34.471,13.401,199.707
0.470,56.227,200.195,121.648,35.020,13.867,199.707
0.480,57.679,197.754,118.944,35.582,14.280,199.707
0.490,59.262,191.406,124.351,36.160,14.638,199.707
0.500,60.714,201.660,118.944,36.752,14.790,199.707
0.510,62.166,192.383,121.648,37.358,15.462,199.707
0.520,63.618,199.707,118.944,37.979,15.614,199.707
0.530,65.202,203.125,124.351,38.615,15.940,199.707
0.540,66.654,196.289,121.648,39.265,16.352,199.707
0.550,68.238,196.289,124.351,39.930,16.580,199.707
0.560,69.689,198.730,121.648,40.611,16.862,199.707
0.570,71.273,191.406,127.054,41.307,17.405,199.707
0.580,72.857,198.242,124.351,42.017,17.274,199.707
0.590,74.573,199.707,132.461,42.744,18.121,199.707
0.600,76.025,203.613,127.054,43.485,18.218,199.707
0.610,77.609,200.195,129.757,44.241,18.566,199.707
0.620,78.929,196.777,121.648,45.011,18.642,199.707
0.630,80.380,197.754,124.351,45.795,18.815,199.707
0.640,81.568,199.219,110.834,46.590,19.672,199.707
0.650,83.152,202.637,118.944,47.401,19.705,199.707
0.660,84.604,199.707,113.538,48.227,20.106,199.707
0.670,86.056,196.289,121.648,49.066,20.356,199.707
0.680,86.848,191.895,100.021,49.916,20.888,199.707
0.690,88.564,203.125,113.538,50.782,20.953,199.707
0.700,90.543,197.754,121.648,51.664,21.539,199.707
0.710,91.731,197.266,129.757,52.560,21.560,199.707
0.720,93.183,199.707,110.834,53.470,22.070,199.707
0.730,94.767,194.824,121.648,54.394,22.157,199.707
0.740,96.087,204.102,129.757,55.333,22.168,199.707
0.750,97.539,193.848,113.538,56.282,22.211,199.707
0.760,99.123,207.520,118.944,57.249,22.211,199.707
0.770,100.443,183.105,121.648,58.227,22.211,199.707
0.780,101.234,171.875,102.725,59.216,22.211,199.707
0.790,102.026,157.715,89.208,60.212,22.211,199.707
0.800,102.554,159.668,75.692,61.212,22.211,199.707
0.810,102.818,159.180,59.472,62.216,22.211,199.707
0.820,103.082,146.484,37.846,63.222,22.211,199.707
0.830,103.082,145.996,27.033,64.226,22.211,199.707
0.840,103.214,145.508,18.923,65.234,22.211,199.707
0.850,103.214,139.648,8.110,66.241,22.211,199.707
0.860,103.214,138.184,8.110,67.248,22.211,199.707
0.870,103.082,147.949,-2.703,68.254,22.211,199.707
0.880,103.082,140.137,0.000,69.261,22.211,199.707
0.890,102.950,144.531,-5.407,70.267,22.211,199.707
0.900,103.214,139.648,2.703,71.273,22.211,199.707
0.910,102.950,143.066,-5.407,72.279,22.211,199.707
0.920,102.818,148.438,-2.703,73.284,22.211,199.707
0.930,102.950,145.508,-8.110,74.286,22.211,199.707
0.940,102.950,148.926,5.407,75.291,22.211,199.707
0.950,102.950,140.137,-2.703,76.295,22.211,199.707
0.960,102.422,143.555,-13.516,77.298,22.211,199.707
0.970,102.950,143.066,2.703,78.302,22.211,199.707
0.980,102.686,140.137,-5.407,79.304,22.211,199.707
0.990,103.082,138.672,13.516,80.311,22.211,199.707
1.000,103.214,138.672,-5.407,81.319,22.211,199.707
1.010,102.554,144.531,8.110,82.321,22.211,199.707
1.020,102.554,142.578,-16.220,83.326,22.211,199.707
1.030,103.346,134.277,10.813,84.335,22.211,199.707
1.040,103.082,129.883,13.516,85.344,22.211,199.707
1.050,103.742,131.348,10.813,86.356,22.211,199.707
1.060,103.874,128.906,10.813,87.370,22.211,199.707
1.070,103.874,126.953,32.439,88.385,22.211,199.707
1.080,104.006,121.094,0.000,89.401,22.211,199.707
1.090,104.138,122.070,18.923,90.414,22.211,199.707
1.100,104.006,124.023,5.407,91.430,22.211,199.707
1.110,103.874,118.164,-2.703,92.443,22.211,199.707
1.120,104.006,124.023,0.000,93.459,22.211,199.707
1.130,103.874,120.117,0.000,94.474,22.211,199.707
1.140,104.006,124.023,0.000,95.487,22.211,199.707
1.150,103.346,125.000,-16.220,96.502,22.211,199.707
1.160,104.006,126.953,5.407,97.512,22.211,199.707
1.170,104.006,120.117,-2.703,98.528,22.211,199.707
1.180,103.874,120.117,13.516,99.543,22.211,199.707
1.190,104.006,125.000,-13.516,100.558,22.211,199.707
1.200,103.214,124.512,-2.703,101.569,22.211,199.707
1.210,103.874,124.512,0.000,102.583,22.211,199.707
1.220,103.742,121.094,-8.110,103.597,22.211,199.707
1.230,103.742,121.094,13.516,104.607,22.211,199.707
1.240,103.610,128.906,-21.626,105.619,22.211,199.707
1.250,103.346,127.930,5.407,106.629,22.211,199.707
1.260,103.478,132.324,-8.110,107.639,22.211,199.707
1.270,103.082,133.301,-10.813,108.647,22.211,199.707
1.280,103.082,133.301,-8.110,109.654,22.211,199.707
1.290,102.818,137.695,-18.923,110.659,22.211,199.707
1.300,102.554,144.531,-8.110,111.662,22.211,199.707
1.310,102.686,145.508,-16.220,112.664,22.211,199.707
1.320,102.554,142.578,-5.407,113.664,22.211,199.707
1.330,102.554,143.066,-5.407,114.667,22.211,199.707
1.340,102.290,145.020,-13.516,115.664,22.211,199.707
1.350,102.422,148.438,0.000,116.664,22.211,199.707
1.360,102.158,146.973,-10.813,117.662,22.211,199.707
1.370,101.762,149.414,-10.813,118.656,22.211,199.707
1.380,102.290,150.391,-8.110,119.655,22.211,199.707
1.390,102.026,152.832,0.000,120.653,22.211,199.707
1.400,102.158,149.902,2.703,121.649,22.211,199.707
1.410,102.422,144.043,-5.407,122.648,22.211,199.707
1.420,102.290,152.344,16.220,123.648,22.211,199.707
1.430,101.894,145.508,-10.813,124.646,22.211,199.707
1.440,102.290,146.484,0.000,125.646,22.211,199.707
1.450,102.422,145.020,8.110,126.646,22.211,199.707
1.460,102.554,144.043,10.813,127.646,22.211,199.707
1.470,102.554,144.531,-2.703,128.647,22.211,199.707
1.480,102.818,141.602,16.220,129.651,22.211,199.707
1.490,102.950,136.719,10.813,130.657,22.211,199.707
1.500,103.214,136.230,16.220,131.665,22.211,199.707
1.510,103.346,135.742,10.813,132.673,22.211,199.707
1.520,103.346,129.395,13.516,133.677,22.211,199.707
1.530,103.346,129.395,5.407,134.686,22.211,199.707
1.540,103.478,122.559,8.110,135.697,22.211,199.707
1.550,103.742,121.582,10.813,136.707,22.211,199.707
1.560,103.610,125.488,5.407,137.718,22.211,199.707
1.570,103.742,122.559,5.407,138.731,22.211,199.707
1.580,103.742,121.582,2.703,139.744,22.211,199.707
1.590,103.742,118.652,8.110,140.758,22.211,199.707
1.600,103.874,120.117,0.000,141.772,22.211,199.707
1.610,103.874,121.094,5.407,142.786,22.211,199.707
1.620,103.742,122.559,0.000,143.799,22.211,199.707
1.630,103.610,124.023,-5.407,144.812,22.211,199.707
1.640,103.874,119.629,2.703,145.823,22.211,199.707
1.650,103.742,122.070,0.000,146.836,22.211,199.707
1.660,103.742,124.023,0.000,147.849,22.211,199.707
1.670,103.742,127.930,-5.407,148.862,22.211,199.707
1.680,103.874,128.418,8.110,149.876,22.211,199.707
1.690,103.742,126.465,-2.703,150.887,22.211,199.707
1.700,103.874,121.582,2.703,151.900,22.211,199.707
1.710,102.554,123.535,-27.033,152.904,22.211,199.707
1.720,103.346,132.324,-5.407,153.913,22.211,199.707
1.730,103.610,125.488,-8.110,154.919,22.211,199.707
1.740,103.478,133.301,21.626,155.923,22.211,199.707
1.750,103.214,133.789,-29.736,156.932,22.211,199.707
1.760,103.346,135.742,10.813,157.941,22.211,199.707
1.770,102.686,135.254,-10.813,158.946,22.211,199.707
1.780,103.214,135.254,-2.703,159.953,22.211,199.707
1.790,102.950,144.043,-13.516,160.958,22.211,199.707
1.800,102.818,142.090,5.407,161.962,22.211,199.707
1.810,102.686,149.414,-24.330,162.965,22.211,199.707
1.820,102.686,144.043,5.407,163.967,22.211,199.707
1.830,102.554,150.879,-10.813,164.969,22.211,199.707
1.840,101.762,146.484,-21.626,165.966,22.211,199.707
1.850,102.554,145.996,-5.407,166.968,22.211,199.707
1.860,102.554,146.484,0.000,167.970,22.211,199.707
1.870,102.554,145.508,13.516,168.973,22.211,199.707
1.880,102.554,146.484,-16.220,169.971,22.211,199.707
1.890,102.290,148.926,10.813,170.972,22.211,199.707
1.900,102.422,147.949,-2.703,171.971,22.211,199.707
1.910,102.158,146.973,-8.110,172.969,22.211,199.707
1.920,102.290,147.949,0.000,173.968,22.211,199.707
1.930,102.422,145.020,-5.407,174.968,22.211,0.000
1.940,102.554,143.066,10.813,175.969,22.211,0.000
1.950,102.950,139.648,8.110,176.973,22.211,0.000
1.960,102.818,138.184,10.813,177.978,22.211,0.000
1.970,103.082,138.672,13.516,178.984,22.211,0.000
1.980,102.950,63.965,2.703,179.989,22.190,0.000
1.990,101.102,5.859,-27.033,180.978,21.897,0.000
2.000,98.199,-9.277,-102.725,181.938,21.669,0.000
2.010,96.351,4.395,-129.757,182.880,20.996,0.000
2.020,94.107,0.000,-145.977,183.800,20.486,0.000
2.030,91.599,2.441,-173.010,184.696,20.106,0.000
2.040,88.564,0.977,-218.966,185.565,19.803,0.000
2.050,86.584,-1.953,-191.933,186.411,18.837,0.000
2.060,84.472,0.977,-191.933,187.237,18.403,0.000
2.070,82.096,-1.953,-183.823,188.041,17.795,0.000
2.080,79.852,-2.930,-200.043,188.822,17.296,0.000
2.090,77.609,1.465,-181.120,189.581,17.025,0.000
2.100,75.365,0.000,-181.120,190.319,16.178,0.000
2.110,73.253,1.465,-183.823,191.035,16.026,0.000
2.120,70.877,-1.953,-183.823,191.728,15.560,0.000
2.130,68.634,0.000,-183.823,192.400,15.039,0.000
2.140,66.522,0.977,-183.823,193.050,14.149,0.000
2.150,64.146,-2.441,-181.120,193.678,13.976,0.000
2.160,62.034,0.977,-183.823,194.284,13.553,0.000
2.170,59.922,0.488,-181.120,194.869,13.292,0.000
2.180,57.679,-0.488,-175.713,195.433,12.630,0.000
2.190,55.435,2.930,-183.823,195.976,11.762,0.000
2.200,53.191,-0.488,-181.120,196.497,11.838,0.000
2.210,51.079,-0.977,-178.416,196.998,11.556,0.000
2.220,49.099,-3.418,-175.713,197.477,10.558,0.000
2.230,46.724,0.488,-178.416,197.934,10.145,0.000
2.240,44.612,-3.418,-178.416,198.371,9.874,0.000
2.250,42.500,2.441,-178.416,198.786,9.104,0.000
2.260,40.124,-0.977,-175.713,199.180,8.626,0.000
2.270,38.144,-2.441,-181.120,199.553,8.181,0.000
2.280,35.901,-1.465,-178.416,199.905,7.715,0.000
2.290,33.789,1.465,-173.010,200.236,7.313,0.000
2.300,31.545,1.465,-183.823,200.544,6.793,0.000
2.310,29.301,-3.906,-175.713,200.832,6.131,0.000
2.320,27.189,-1.953,-181.120,201.099,5.946,0.000
2.330,25.210,-0.488,-173.010,201.345,5.480,0.000
2.340,22.702,-0.977,-181.120,201.569,4.991,0.000
2.350,20.590,-1.953,-181.120,201.771,4.536,0.000
2.360,18.742,2.441,-175.713,201.954,3.895,0.000
2.370,16.498,2.441,-167.603,202.118,3.429,0.000
2.380,14.651,-1.465,-173.010,202.262,3.288,0.000
2.390,12.671,0.000,-167.603,202.387,3.027,0.000
2.400,10.955,-1.465,-151.384,202.495,2.192,0.000
2.410,8.975,2.441,-162.197,202.583,1.693,0.000
2.420,6.731,-3.418,-159.493,202.650,1.280,0.000
2.430,4.620,-1.953,-170.307,202.697,0.846,0.000
2.440,2.640,17.578,-164.900,202.723,0.380,0.000
2.450,0.528,-15.625,-167.603,202.730,0.369,0.000
2.460,-0.396,-12.695,-148.680,202.726,0.434,0.000
2.470,0.000,-13.184,-97.318,202.726,0.119,0.000
2.480,0.000,3.418,-51.362,202.726,-0.347,0.000
2.490,0.000,15.625,-35.143,202.726,-0.412,0.000
2.500,0.000,-1.953,-18.923,202.726,0.260,0.000
2.510,0.000,-16.602,8.110,202.726,0.467,0.000
2.520,0.000,-20.508,0.000,202.726,0.477,0.000
2.530,0.000,-24.414,0.000,202.726,0.228,0.000
2.540,0.000,-4.395,0.000,202.726,0.174,0.000
2.550,-0.132,1.953,-2.703,202.726,0.195,0.000
2.560,-0.396,11.719,-8.110,202.723,-0.401,0.000
2.570,-0.132,0.000,-2.703,202.721,0.391,0.000
2.580,0.132,-8.301,5.407,202.724,0.315,0.000
2.590,-0.132,8.301,2.703,202.722,-0.250,0.000
2.600,0.000,20.508,-2.703,202.722,-0.532,0.000
2.610,0.000,2.441,2.703,202.722,-0.304,0.000
2.620,0.000,-4.883,8.110,202.722,0.250,0.000
2.630,0.000,-17.578,-5.407,202.722,0.456,0.000
2.640,0.000,1.465,2.703,202.722,-0.336,0.000
2.650,0.000,23.438,0.000,202.722,-0.499,0.000
2.660,0.000,15.137,0.000,202.722,-0.119,0.000
2.670,0.000,-20.996,0.000,202.721,0.401,0.000
2.680,0.000,-16.113,0.000,202.722,0.228,0.000
2.690,0.000,17.578,0.000,202.722,-0.608,0.000
2.700,0.000,0.488,0.000,202.722,0.119,0.000
2.710,-0.132,-19.043,-2.703,202.721,0.445,0.000
2.720,0.000,24.902,0.000,202.722,-0.467,0.000
2.730,0.000,10.254,0.000,202.721,-0.271,0.000
2.740,0.132,7.813,5.407,202.721,-0.271,0.000
2.750,0.660,21.484,10.813,202.726,-0.022,0.000
2.760,-0.396,12.695,-5.407,202.725,-0.662,0.000
2.770,-0.132,-5.371,-5.407,202.723,0.456,0.000
2.780,0.132,-17.578,-8.110,202.723,0.401,0.000
2.790,0.000,-16.113,18.923,202.723,0.228,0.000
2.800,0.000,12.207,-18.923,202.723,-0.488,0.000
2.810,0.000,-6.836,2.703,202.723,0.521,0.000
2.820,0.000,-13.672,5.407,202.723,0.054,0.000
2.830,0.000,18.066,-2.703,202.723,-0.564,0.000
2.840,0.132,4.395,2.703,202.723,-0.109,0.000
2.850,0.000,7.813,0.000,202.723,0.195,0.000
2.860,0.000,-7.813,0.000,202.723,0.456,0.000
2.870,0.000,-20.020,-2.703,202.723,0.499,0.000
2.880,0.000,9.277,2.703,202.723,-0.239,0.000
2.890,0.000,8.789,-2.703,202.723,-0.499,0.000
2.900,0.132,20.508,2.703,202.723,-0.434,0.000
2.910,0.264,8.789,5.407,202.725,-0.228,0.000
2.920,0.396,8.301,8.110,202.728,0.347,0.000
2.930,-0.528,-10.254,-13.516,202.723,-0.130,0.000
2.940,0.000,20.996,-2.703,202.724,-0.499,0.000
2.950,0.000,11.230,-5.407,202.724,-0.054,0.000
2.960,0.000,-5.371,13.516,202.723,0.412,0.000
2.970,0.000,-8.301,-18.923,202.724,0.532,0.000
2.980,0.000,-0.488,10.813,202.723,0.011,0.000
2.990,0.132,5.371,2.703,202.724,-0.326,0.000
3.000,-0.132,20.508,-2.703,202.724,-0.499,0.000
3.010,0.000,17.090,0.000,202.724,-0.282,0.000
3.020,0.000,-0.488,-2.703,202.724,0.076,0.000
3.030,-0.132,-10.742,2.703,202.723,0.174,0.000
3.040,0.132,-18.066,-2.703,202.724,0.499,0.000
3.050,-0.132,-19.043,0.000,202.723,0.467,0.000
3.060,0.000,8.789,2.703,202.724,-0.163,0.000
3.070,-0.132,22.461,-8.110,202.724,-0.456,0.000
3.080,0.000,14.160,8.110,202.723,-0.477,0.000
3.090,0.396,10.742,2.703,202.726,0.336,0.000
3.100,-0.396,-38.086,-2.703,202.723,0.239,0.000
3.110,0.000,-12.695,-2.703,202.721,0.315,0.000
3.120,0.000,5.859,-5.407,202.722,-0.467,0.000
3.130,0.000,-2.930,16.220,202.721,0.401,0.000
3.140,0.000,-18.555,-16.220,202.722,0.467,0.000
3.150,0.000,7.324,8.110,202.722,-0.532,0.000
3.160,0.000,24.414,0.000,202.722,-0.011,0.000
3.170,0.000,-19.531,0.000,202.721,0.488,0.000
3.180,0.132,-16.113,2.703,202.722,0.282,0.000
3.190,-0.132,13.184,-2.703,202.721,-0.130,0.000
3.200,0.000,-23.438,0.000,202.721,0.477,0.000
3.210,0.000,10.742,-2.703,202.722,-0.141,0.000
3.220,0.000,14.160,5.407,202.721,-0.477,0.000
3.230,0.000,13.184,-5.407,202.721,-0.326,0.000
3.240,0.000,-12.207,2.703,202.721,0.358,0.000
3.250,0.000,-15.625,0.000,202.721,0.564,0.000
3.260,-0.264,0.977,-5.407,202.720,-0.315,0.000
3.270,0.000,-2.441,0.000,202.721,-0.282,0.000
3.280,0.792,-11.719,16.220,202.727,0.174,0.000
3.290,-0.396,-7.324,-2.703,202.724,0.206,0.000
3.300,0.000,-18.066,-5.407,202.724,0.532,0.000
3.310,-0.132,12.207,-13.516,202.724,-0.521,0.000
3.320,0.000,20.508,24.330,202.724,-0.543,0.000
3.330,0.000,-9.766,-24.330,202.724,0.445,0.000
3.340,0.000,-19.531,10.813,202.724,0.499,0.000
3.350,0.000,-7.324,-2.703,202.724,-0.358,0.000
3.360,0.000,20.996,2.703,202.724,-0.087,0.000
3.370,0.000,-18.555,0.000,202.724,0.477,0.000
3.380,0.000,-3.906,0.000,202.724,0.022,0.000
3.390,0.000,21.484,0.000,202.724,-0.618,0.000
3.400,0.000,-4.395,0.000,202.724,0.369,0.000
3.410,0.000,-9.277,0.000,202.724,0.098,0.000
3.420,0.000,-31.250,0.000,202.724,0.510,0.000
3.430,0.000,-6.348,0.000,202.724,-0.022,0.000
3.440,-0.264,0.000,-5.407,202.720,-0.456,0.000
3.450,0.528,37.598,10.813,202.725,0.694,0.000
3.460,-0.132,-7.324,-2.703,202.725,0.228,0.000
3.470,-0.264,-11.719,0.000,202.723,0.152,0.000
3.480,0.132,1.465,-13.516,202.724,-0.022,0.000
3.490,-0.132,-1.465,16.220,202.723,-0.347,0.000
3.500,0.000,4.883,-8.110,202.723,-0.510,0.000
3.510,0.000,14.648,-5.407,202.723,-0.271,0.000
3.520,0.000,0.977,10.813,202.723,0.217,0.000
3.530,0.000,-4.883,-5.407,202.723,0.445,0.000
3.540,0.000,-4.883,2.703,202.723,0.445,0.000
3.550,0.000,-10.254,0.000,202.723,0.445,0.000
3.560,0.000,-15.625,0.000,202.723,0.152,0.000
3.570,0.000,4.883,0.000,202.723,-0.206,0.000
3.580,0.000,20.508,0.000,202.723,-0.499,0.000
3.590,0.000,3.418,0.000,202.723,-0.282,0.000
3.600,0.000,-15.137,0.000,202.723,0.380,0.000
3.610,0.132,8.789,2.703,202.725,-0.043,0.000
3.620,0.264,5.371,5.407,202.726,0.336,0.000
3.630,-0.924,9.277,-18.923,202.720,-0.467,0.000
3.640,0.132,-11.719,0.000,202.719,0.477,0.000
3.650,0.000,-21.484,-2.703,202.720,-0.098,0.000
3.660,0.000,23.926,21.626,202.720,-0.662,0.000
3.670,0.000,11.719,-27.033,202.720,0.054,0.000
3.680,0.000,-19.043,21.626,202.720,0.401,0.000
3.690,0.000,-9.277,-2.703,202.720,0.098,0.000
3.700,0.000,17.090,0.000,202.720,-0.597,0.000
3.710,0.000,15.625,0.000,202.720,-0.022,0.000
3.720,0.000,-19.043,0.000,202.719,-0.065,0.000
3.730,0.000,12.207,0.000,202.720,-0.326,0.000
3.740,0.000,13.672,0.000,202.720,-0.564,0.000
3.750,-0.132,3.418,-2.703,202.719,-0.130,0.000
3.760,0.132,-12.207,2.703,202.720,0.315,0.000
3.770,-0.132,-15.137,-2.703,202.719,0.109,0.000
3.780,-0.132,19.043,0.000,202.720,-0.141,0.000
3.790,-0.528,19.531,-16.220,202.715,-0.575,0.000
3.800,0.000,-1.953,8.110,202.715,0.651,0.000
3.810,0.528,14.160,8.110,202.721,-0.543,0.000
3.820,-0.264,13.672,5.407,202.719,-0.315,0.000
3.830,-0.132,0.488,-10.813,202.718,0.195,0.000
